income_range,population,start_date,end_date,question,status,count
No Income,adults,2021-03-01,2021-03-31,Q16,income_at_start,369
No Income,adults,2021-03-01,2021-03-31,Q16,income_at_latest_annual_assessment_for_stayers,11
No Income,adults,2021-03-01,2021-03-31,Q16,income_at_exit_for_leavers,65
$1 -  $150,adults,2021-03-01,2021-03-31,Q16,income_at_start,2
$1 -  $150,adults,2021-03-01,2021-03-31,Q16,income_at_latest_annual_assessment_for_stayers,0
$1 -  $150,adults,2021-03-01,2021-03-31,Q16,income_at_exit_for_leavers,1
$151 - $250,adults,2021-03-01,2021-03-31,Q16,income_at_start,6
$151 - $250,adults,2021-03-01,2021-03-31,Q16,income_at_latest_annual_assessment_for_stayers,0
$151 - $250,adults,2021-03-01,2021-03-31,Q16,income_at_exit_for_leavers,2
$251 - $500,adults,2021-03-01,2021-03-31,Q16,income_at_start,23
$251 - $500,adults,2021-03-01,2021-03-31,Q16,income_at_latest_annual_assessment_for_stayers,2
$251 - $500,adults,2021-03-01,2021-03-31,Q16,income_at_exit_for_leavers,4
$501 - $1000,adults,2021-03-01,2021-03-31,Q16,income_at_start,147
$501 - $1000,adults,2021-03-01,2021-03-31,Q16,income_at_latest_annual_assessment_for_stayers,20
$501 - $1000,adults,2021-03-01,2021-03-31,Q16,income_at_exit_for_leavers,26
$1001 - $1500,adults,2021-03-01,2021-03-31,Q16,income_at_start,79
$1001 - $1500,adults,2021-03-01,2021-03-31,Q16,income_at_latest_annual_assessment_for_stayers,13
$1001 - $1500,adults,2021-03-01,2021-03-31,Q16,income_at_exit_for_leavers,8
$1501 - $2000,adults,2021-03-01,2021-03-31,Q16,income_at_start,64
$1501 - $2000,adults,2021-03-01,2021-03-31,Q16,income_at_latest_annual_assessment_for_stayers,6
$1501 - $2000,adults,2021-03-01,2021-03-31,Q16,income_at_exit_for_leavers,8
$2001+,adults,2021-03-01,2021-03-31,Q16,income_at_start,68
$2001+,adults,2021-03-01,2021-03-31,Q16,income_at_latest_annual_assessment_for_stayers,5
$2001+,adults,2021-03-01,2021-03-31,Q16,income_at_exit_for_leavers,14
Client Doesn't Know/Client Refused,adults,2021-03-01,2021-03-31,Q16,income_at_start,2
Client Doesn't Know/Client Refused,adults,2021-03-01,2021-03-31,Q16,income_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,adults,2021-03-01,2021-03-31,Q16,income_at_exit_for_leavers,0
Data Not Collected,adults,2021-03-01,2021-03-31,Q16,income_at_start,166
Data Not Collected,adults,2021-03-01,2021-03-31,Q16,income_at_latest_annual_assessment_for_stayers,4
Data Not Collected,adults,2021-03-01,2021-03-31,Q16,income_at_exit_for_leavers,54
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2021-03-01,2021-03-31,Q16,income_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2021-03-01,2021-03-31,Q16,income_at_latest_annual_assessment_for_stayers,411
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2021-03-01,2021-03-31,Q16,income_at_exit_for_leavers,0
Number of Adult Stayers without Required Annual Assessment,adults,2021-03-01,2021-03-31,Q16,income_at_start,0
Number of Adult Stayers without Required Annual Assessment,adults,2021-03-01,2021-03-31,Q16,income_at_latest_annual_assessment_for_stayers,272
Number of Adult Stayers without Required Annual Assessment,adults,2021-03-01,2021-03-31,Q16,income_at_exit_for_leavers,0
Total Adults,adults,2021-03-01,2021-03-31,Q16,income_at_start,926
Total Adults,adults,2021-03-01,2021-03-31,Q16,income_at_latest_annual_assessment_for_stayers,744
Total Adults,adults,2021-03-01,2021-03-31,Q16,income_at_exit_for_leavers,182
