length,total,population,start_date,end_date,question,status,count
30 days or less,164,all_persons,2015-12-01,2015-12-31,Q22a1,leavers,49
30 days or less,164,all_persons,2015-12-01,2015-12-31,Q22a1,stayers,115
31 to 60 days,113,all_persons,2015-12-01,2015-12-31,Q22a1,leavers,40
31 to 60 days,113,all_persons,2015-12-01,2015-12-31,Q22a1,stayers,73
61 to 90 days,83,all_persons,2015-12-01,2015-12-31,Q22a1,leavers,33
61 to 90 days,83,all_persons,2015-12-01,2015-12-31,Q22a1,stayers,50
91 to 180 days,100,all_persons,2015-12-01,2015-12-31,Q22a1,leavers,48
91 to 180 days,100,all_persons,2015-12-01,2015-12-31,Q22a1,stayers,52
181 to 365 days,49,all_persons,2015-12-01,2015-12-31,Q22a1,leavers,1
181 to 365 days,49,all_persons,2015-12-01,2015-12-31,Q22a1,stayers,48
366 to 730 Days (1-2 Yrs),17,all_persons,2015-12-01,2015-12-31,Q22a1,leavers,2
366 to 730 Days (1-2 Yrs),17,all_persons,2015-12-01,2015-12-31,Q22a1,stayers,15
"731 to 1,095 Days (2-3 Yrs)",10,all_persons,2015-12-01,2015-12-31,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",10,all_persons,2015-12-01,2015-12-31,Q22a1,stayers,10
"1,096 to 1,460 Days (3-4 Yrs)",18,all_persons,2015-12-01,2015-12-31,Q22a1,leavers,1
"1,096 to 1,460 Days (3-4 Yrs)",18,all_persons,2015-12-01,2015-12-31,Q22a1,stayers,17
"1,461 to 1,825 Days (5-5 Yrs)",9,all_persons,2015-12-01,2015-12-31,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",9,all_persons,2015-12-01,2015-12-31,Q22a1,stayers,9
"More than 1,825 Days (>5 Yrs)",55,all_persons,2015-12-01,2015-12-31,Q22a1,leavers,0
"More than 1,825 Days (>5 Yrs)",55,all_persons,2015-12-01,2015-12-31,Q22a1,stayers,55
Data Not Collected,0,all_persons,2015-12-01,2015-12-31,Q22a1,leavers,0
Data Not Collected,0,all_persons,2015-12-01,2015-12-31,Q22a1,stayers,0
