time_prior_to_housing,total,population,start_date,end_date,question,household_type,count
7 days or less,26,all_persons,2015-12-01,2015-12-31,Q22e,without_children,12
7 days or less,26,all_persons,2015-12-01,2015-12-31,Q22e,with_children_and_adults,14
7 days or less,26,all_persons,2015-12-01,2015-12-31,Q22e,with_only_children,0
7 days or less,26,all_persons,2015-12-01,2015-12-31,Q22e,unknown_household_type,0
8 to 14 days,0,all_persons,2015-12-01,2015-12-31,Q22e,without_children,0
8 to 14 days,0,all_persons,2015-12-01,2015-12-31,Q22e,with_children_and_adults,0
8 to 14 days,0,all_persons,2015-12-01,2015-12-31,Q22e,with_only_children,0
8 to 14 days,0,all_persons,2015-12-01,2015-12-31,Q22e,unknown_household_type,0
15 to 21 days,0,all_persons,2015-12-01,2015-12-31,Q22e,without_children,0
15 to 21 days,0,all_persons,2015-12-01,2015-12-31,Q22e,with_children_and_adults,0
15 to 21 days,0,all_persons,2015-12-01,2015-12-31,Q22e,with_only_children,0
15 to 21 days,0,all_persons,2015-12-01,2015-12-31,Q22e,unknown_household_type,0
22 to 30 days,10,all_persons,2015-12-01,2015-12-31,Q22e,without_children,1
22 to 30 days,10,all_persons,2015-12-01,2015-12-31,Q22e,with_children_and_adults,9
22 to 30 days,10,all_persons,2015-12-01,2015-12-31,Q22e,with_only_children,0
22 to 30 days,10,all_persons,2015-12-01,2015-12-31,Q22e,unknown_household_type,0
31 to 60 days,40,all_persons,2015-12-01,2015-12-31,Q22e,without_children,10
31 to 60 days,40,all_persons,2015-12-01,2015-12-31,Q22e,with_children_and_adults,30
31 to 60 days,40,all_persons,2015-12-01,2015-12-31,Q22e,with_only_children,0
31 to 60 days,40,all_persons,2015-12-01,2015-12-31,Q22e,unknown_household_type,0
61 to 180 days,32,all_persons,2015-12-01,2015-12-31,Q22e,without_children,22
61 to 180 days,32,all_persons,2015-12-01,2015-12-31,Q22e,with_children_and_adults,9
61 to 180 days,32,all_persons,2015-12-01,2015-12-31,Q22e,with_only_children,1
61 to 180 days,32,all_persons,2015-12-01,2015-12-31,Q22e,unknown_household_type,0
181 to 365 days,18,all_persons,2015-12-01,2015-12-31,Q22e,without_children,14
181 to 365 days,18,all_persons,2015-12-01,2015-12-31,Q22e,with_children_and_adults,4
181 to 365 days,18,all_persons,2015-12-01,2015-12-31,Q22e,with_only_children,0
181 to 365 days,18,all_persons,2015-12-01,2015-12-31,Q22e,unknown_household_type,0
366-730 days (1-2 years),24,all_persons,2015-12-01,2015-12-31,Q22e,without_children,21
366-730 days (1-2 years),24,all_persons,2015-12-01,2015-12-31,Q22e,with_children_and_adults,3
366-730 days (1-2 years),24,all_persons,2015-12-01,2015-12-31,Q22e,with_only_children,0
366-730 days (1-2 years),24,all_persons,2015-12-01,2015-12-31,Q22e,unknown_household_type,0
731 days or more,12,all_persons,2015-12-01,2015-12-31,Q22e,without_children,12
731 days or more,12,all_persons,2015-12-01,2015-12-31,Q22e,with_children_and_adults,0
731 days or more,12,all_persons,2015-12-01,2015-12-31,Q22e,with_only_children,0
731 days or more,12,all_persons,2015-12-01,2015-12-31,Q22e,unknown_household_type,0
Total (persons moved into housing),162,all_persons,2015-12-01,2015-12-31,Q22e,without_children,92
Total (persons moved into housing),162,all_persons,2015-12-01,2015-12-31,Q22e,with_children_and_adults,69
Total (persons moved into housing),162,all_persons,2015-12-01,2015-12-31,Q22e,with_only_children,1
Total (persons moved into housing),162,all_persons,2015-12-01,2015-12-31,Q22e,unknown_household_type,0
Not yet moved into housing,41,all_persons,2015-12-01,2015-12-31,Q22e,without_children,21
Not yet moved into housing,41,all_persons,2015-12-01,2015-12-31,Q22e,with_children_and_adults,20
Not yet moved into housing,41,all_persons,2015-12-01,2015-12-31,Q22e,with_only_children,0
Not yet moved into housing,41,all_persons,2015-12-01,2015-12-31,Q22e,unknown_household_type,0
Data not collected,143,all_persons,2015-12-01,2015-12-31,Q22e,without_children,77
Data not collected,143,all_persons,2015-12-01,2015-12-31,Q22e,with_children_and_adults,66
Data not collected,143,all_persons,2015-12-01,2015-12-31,Q22e,with_only_children,0
Data not collected,143,all_persons,2015-12-01,2015-12-31,Q22e,unknown_household_type,0
Total persons,346,all_persons,2015-12-01,2015-12-31,Q22e,without_children,190
Total persons,346,all_persons,2015-12-01,2015-12-31,Q22e,with_children_and_adults,155
Total persons,346,all_persons,2015-12-01,2015-12-31,Q22e,with_only_children,1
Total persons,346,all_persons,2015-12-01,2015-12-31,Q22e,unknown_household_type,0
