conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,22,4,0,exit,2015-12-01,2015-12-31,Q13b1,without_children,18
Mental Health Disorder,22,4,0,exit,2015-12-01,2015-12-31,Q13b1,with_only_children,0
Mental Health Disorder,22,4,0,exit,2015-12-01,2015-12-31,Q13b1,unknown_household_type,0
Alcohol Use Disorder,7,0,0,exit,2015-12-01,2015-12-31,Q13b1,without_children,7
Alcohol Use Disorder,7,0,0,exit,2015-12-01,2015-12-31,Q13b1,with_only_children,0
Alcohol Use Disorder,7,0,0,exit,2015-12-01,2015-12-31,Q13b1,unknown_household_type,0
Drug Use Disorder,1,0,0,exit,2015-12-01,2015-12-31,Q13b1,without_children,1
Drug Use Disorder,1,0,0,exit,2015-12-01,2015-12-31,Q13b1,with_only_children,0
Drug Use Disorder,1,0,0,exit,2015-12-01,2015-12-31,Q13b1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,3,0,0,exit,2015-12-01,2015-12-31,Q13b1,without_children,3
Both Alcohol and Drug Use Disorders,3,0,0,exit,2015-12-01,2015-12-31,Q13b1,with_only_children,0
Both Alcohol and Drug Use Disorders,3,0,0,exit,2015-12-01,2015-12-31,Q13b1,unknown_household_type,0
Chronic Health Condition,19,2,1,exit,2015-12-01,2015-12-31,Q13b1,without_children,16
Chronic Health Condition,19,2,1,exit,2015-12-01,2015-12-31,Q13b1,with_only_children,0
Chronic Health Condition,19,2,1,exit,2015-12-01,2015-12-31,Q13b1,unknown_household_type,0
HIV/AIDS,4,0,0,exit,2015-12-01,2015-12-31,Q13b1,without_children,4
HIV/AIDS,4,0,0,exit,2015-12-01,2015-12-31,Q13b1,with_only_children,0
HIV/AIDS,4,0,0,exit,2015-12-01,2015-12-31,Q13b1,unknown_household_type,0
Development Disability,4,1,1,exit,2015-12-01,2015-12-31,Q13b1,without_children,2
Development Disability,4,1,1,exit,2015-12-01,2015-12-31,Q13b1,with_only_children,0
Development Disability,4,1,1,exit,2015-12-01,2015-12-31,Q13b1,unknown_household_type,0
Physical Disability,22,3,1,exit,2015-12-01,2015-12-31,Q13b1,without_children,18
Physical Disability,22,3,1,exit,2015-12-01,2015-12-31,Q13b1,with_only_children,0
Physical Disability,22,3,1,exit,2015-12-01,2015-12-31,Q13b1,unknown_household_type,0
