ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),557,all_persons,2015-12-01,2015-12-31,Q12b,without_children,288
Non-Hispanic/Non-Latin(a)(o)(x),557,all_persons,2015-12-01,2015-12-31,Q12b,with_children_and_adults,266
Non-Hispanic/Non-Latin(a)(o)(x),557,all_persons,2015-12-01,2015-12-31,Q12b,with_only_children,2
Non-Hispanic/Non-Latin(a)(o)(x),557,all_persons,2015-12-01,2015-12-31,Q12b,unknown_household_type,1
Hispanic/Latin(a)(o)(x),60,all_persons,2015-12-01,2015-12-31,Q12b,without_children,27
Hispanic/Latin(a)(o)(x),60,all_persons,2015-12-01,2015-12-31,Q12b,with_children_and_adults,32
Hispanic/Latin(a)(o)(x),60,all_persons,2015-12-01,2015-12-31,Q12b,with_only_children,1
Hispanic/Latin(a)(o)(x),60,all_persons,2015-12-01,2015-12-31,Q12b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2015-12-01,2015-12-31,Q12b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-12-01,2015-12-31,Q12b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2015-12-01,2015-12-31,Q12b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-12-01,2015-12-31,Q12b,unknown_household_type,0
Data Not Collected,1,all_persons,2015-12-01,2015-12-31,Q12b,without_children,0
Data Not Collected,1,all_persons,2015-12-01,2015-12-31,Q12b,with_children_and_adults,0
Data Not Collected,1,all_persons,2015-12-01,2015-12-31,Q12b,with_only_children,0
Data Not Collected,1,all_persons,2015-12-01,2015-12-31,Q12b,unknown_household_type,1
