veteran_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,5,all_households,2015-12-01,2015-12-31,Q25b,without_children,5
Chronically Homeless Veteran,5,all_households,2015-12-01,2015-12-31,Q25b,with_children_and_adults,0
Chronically Homeless Veteran,5,all_households,2015-12-01,2015-12-31,Q25b,unknown_household_type,0
Non-Chronically Homeless Veteran,11,all_households,2015-12-01,2015-12-31,Q25b,without_children,8
Non-Chronically Homeless Veteran,11,all_households,2015-12-01,2015-12-31,Q25b,with_children_and_adults,3
Non-Chronically Homeless Veteran,11,all_households,2015-12-01,2015-12-31,Q25b,unknown_household_type,0
Not a Veteran,331,all_households,2015-12-01,2015-12-31,Q25b,without_children,253
Not a Veteran,331,all_households,2015-12-01,2015-12-31,Q25b,with_children_and_adults,78
Not a Veteran,331,all_households,2015-12-01,2015-12-31,Q25b,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_households,2015-12-01,2015-12-31,Q25b,without_children,2
Client Doesn't Know/Client Refused,2,all_households,2015-12-01,2015-12-31,Q25b,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_households,2015-12-01,2015-12-31,Q25b,unknown_household_type,0
Data Not Collected,6,all_households,2015-12-01,2015-12-31,Q25b,without_children,6
Data Not Collected,6,all_households,2015-12-01,2015-12-31,Q25b,with_children_and_adults,0
Data Not Collected,6,all_households,2015-12-01,2015-12-31,Q25b,unknown_household_type,0
