gender_identity,total,population,start_date,end_date,question,household_type,count
Male,204,adults,2017-10-01,2017-10-31,Q10a,without_children,170
Male,204,adults,2017-10-01,2017-10-31,Q10a,with_children_and_adults,33
Male,204,adults,2017-10-01,2017-10-31,Q10a,unknown_household_type,1
Female,152,adults,2017-10-01,2017-10-31,Q10a,without_children,81
Female,152,adults,2017-10-01,2017-10-31,Q10a,with_children_and_adults,71
Female,152,adults,2017-10-01,2017-10-31,Q10a,unknown_household_type,0
No Single Gender,0,adults,2017-10-01,2017-10-31,Q10a,without_children,0
No Single Gender,0,adults,2017-10-01,2017-10-31,Q10a,with_children_and_adults,0
No Single Gender,0,adults,2017-10-01,2017-10-31,Q10a,unknown_household_type,0
Questioning,0,adults,2017-10-01,2017-10-31,Q10a,without_children,0
Questioning,0,adults,2017-10-01,2017-10-31,Q10a,with_children_and_adults,0
Questioning,0,adults,2017-10-01,2017-10-31,Q10a,unknown_household_type,0
Transgender,0,adults,2017-10-01,2017-10-31,Q10a,without_children,0
Transgender,0,adults,2017-10-01,2017-10-31,Q10a,with_children_and_adults,0
Transgender,0,adults,2017-10-01,2017-10-31,Q10a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,adults,2017-10-01,2017-10-31,Q10a,without_children,0
Client Doesn't Know/Client Refused,0,adults,2017-10-01,2017-10-31,Q10a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,adults,2017-10-01,2017-10-31,Q10a,unknown_household_type,0
Data Not Collected,0,adults,2017-10-01,2017-10-31,Q10a,without_children,0
Data Not Collected,0,adults,2017-10-01,2017-10-31,Q10a,with_children_and_adults,0
Data Not Collected,0,adults,2017-10-01,2017-10-31,Q10a,unknown_household_type,0
