dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,8,all_persons,2017-10-01,2017-10-31,Q14b,without_children,2
Yes,8,all_persons,2017-10-01,2017-10-31,Q14b,with_children_and_adults,6
Yes,8,all_persons,2017-10-01,2017-10-31,Q14b,with_only_children,0
Yes,8,all_persons,2017-10-01,2017-10-31,Q14b,unknown_household_type,0
No,43,all_persons,2017-10-01,2017-10-31,Q14b,without_children,27
No,43,all_persons,2017-10-01,2017-10-31,Q14b,with_children_and_adults,16
No,43,all_persons,2017-10-01,2017-10-31,Q14b,with_only_children,0
No,43,all_persons,2017-10-01,2017-10-31,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2017-10-01,2017-10-31,Q14b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2017-10-01,2017-10-31,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2017-10-01,2017-10-31,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2017-10-01,2017-10-31,Q14b,unknown_household_type,0
Data Not Collected,4,all_persons,2017-10-01,2017-10-31,Q14b,without_children,4
Data Not Collected,4,all_persons,2017-10-01,2017-10-31,Q14b,with_children_and_adults,0
Data Not Collected,4,all_persons,2017-10-01,2017-10-31,Q14b,with_only_children,0
Data Not Collected,4,all_persons,2017-10-01,2017-10-31,Q14b,unknown_household_type,0
