income_range,population,start_date,end_date,question,status,count
No Income,adults,2017-10-01,2017-10-31,Q16,income_at_start,106
No Income,adults,2017-10-01,2017-10-31,Q16,income_at_latest_annual_assessment_for_stayers,9
No Income,adults,2017-10-01,2017-10-31,Q16,income_at_exit_for_leavers,20
$1 -  $150,adults,2017-10-01,2017-10-31,Q16,income_at_start,3
$1 -  $150,adults,2017-10-01,2017-10-31,Q16,income_at_latest_annual_assessment_for_stayers,1
$1 -  $150,adults,2017-10-01,2017-10-31,Q16,income_at_exit_for_leavers,0
$151 - $250,adults,2017-10-01,2017-10-31,Q16,income_at_start,5
$151 - $250,adults,2017-10-01,2017-10-31,Q16,income_at_latest_annual_assessment_for_stayers,0
$151 - $250,adults,2017-10-01,2017-10-31,Q16,income_at_exit_for_leavers,2
$251 - $500,adults,2017-10-01,2017-10-31,Q16,income_at_start,17
$251 - $500,adults,2017-10-01,2017-10-31,Q16,income_at_latest_annual_assessment_for_stayers,0
$251 - $500,adults,2017-10-01,2017-10-31,Q16,income_at_exit_for_leavers,2
$501 - $1000,adults,2017-10-01,2017-10-31,Q16,income_at_start,74
$501 - $1000,adults,2017-10-01,2017-10-31,Q16,income_at_latest_annual_assessment_for_stayers,13
$501 - $1000,adults,2017-10-01,2017-10-31,Q16,income_at_exit_for_leavers,8
$1001 - $1500,adults,2017-10-01,2017-10-31,Q16,income_at_start,60
$1001 - $1500,adults,2017-10-01,2017-10-31,Q16,income_at_latest_annual_assessment_for_stayers,11
$1001 - $1500,adults,2017-10-01,2017-10-31,Q16,income_at_exit_for_leavers,11
$1501 - $2000,adults,2017-10-01,2017-10-31,Q16,income_at_start,30
$1501 - $2000,adults,2017-10-01,2017-10-31,Q16,income_at_latest_annual_assessment_for_stayers,5
$1501 - $2000,adults,2017-10-01,2017-10-31,Q16,income_at_exit_for_leavers,9
$2001+,adults,2017-10-01,2017-10-31,Q16,income_at_start,23
$2001+,adults,2017-10-01,2017-10-31,Q16,income_at_latest_annual_assessment_for_stayers,2
$2001+,adults,2017-10-01,2017-10-31,Q16,income_at_exit_for_leavers,5
Client Doesn't Know/Client Refused,adults,2017-10-01,2017-10-31,Q16,income_at_start,0
Client Doesn't Know/Client Refused,adults,2017-10-01,2017-10-31,Q16,income_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,adults,2017-10-01,2017-10-31,Q16,income_at_exit_for_leavers,0
Data Not Collected,adults,2017-10-01,2017-10-31,Q16,income_at_start,38
Data Not Collected,adults,2017-10-01,2017-10-31,Q16,income_at_latest_annual_assessment_for_stayers,6
Data Not Collected,adults,2017-10-01,2017-10-31,Q16,income_at_exit_for_leavers,5
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2017-10-01,2017-10-31,Q16,income_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2017-10-01,2017-10-31,Q16,income_at_latest_annual_assessment_for_stayers,180
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2017-10-01,2017-10-31,Q16,income_at_exit_for_leavers,0
Number of Adult Stayers without Required Annual Assessment,adults,2017-10-01,2017-10-31,Q16,income_at_start,0
Number of Adult Stayers without Required Annual Assessment,adults,2017-10-01,2017-10-31,Q16,income_at_latest_annual_assessment_for_stayers,67
Number of Adult Stayers without Required Annual Assessment,adults,2017-10-01,2017-10-31,Q16,income_at_exit_for_leavers,0
Total Adults,adults,2017-10-01,2017-10-31,Q16,income_at_start,356
Total Adults,adults,2017-10-01,2017-10-31,Q16,income_at_latest_annual_assessment_for_stayers,294
Total Adults,adults,2017-10-01,2017-10-31,Q16,income_at_exit_for_leavers,62
