conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,99,11,7,stayers,2017-10-01,2017-10-31,Q13c1,without_children,81
Mental Health Disorder,99,11,7,stayers,2017-10-01,2017-10-31,Q13c1,with_only_children,0
Mental Health Disorder,99,11,7,stayers,2017-10-01,2017-10-31,Q13c1,unknown_household_type,0
Alcohol Use Disorder,15,0,0,stayers,2017-10-01,2017-10-31,Q13c1,without_children,15
Alcohol Use Disorder,15,0,0,stayers,2017-10-01,2017-10-31,Q13c1,with_only_children,0
Alcohol Use Disorder,15,0,0,stayers,2017-10-01,2017-10-31,Q13c1,unknown_household_type,0
Drug Use Disorder,8,1,0,stayers,2017-10-01,2017-10-31,Q13c1,without_children,7
Drug Use Disorder,8,1,0,stayers,2017-10-01,2017-10-31,Q13c1,with_only_children,0
Drug Use Disorder,8,1,0,stayers,2017-10-01,2017-10-31,Q13c1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,18,0,0,stayers,2017-10-01,2017-10-31,Q13c1,without_children,18
Both Alcohol and Drug Use Disorders,18,0,0,stayers,2017-10-01,2017-10-31,Q13c1,with_only_children,0
Both Alcohol and Drug Use Disorders,18,0,0,stayers,2017-10-01,2017-10-31,Q13c1,unknown_household_type,0
Chronic Health Condition,57,12,6,stayers,2017-10-01,2017-10-31,Q13c1,without_children,39
Chronic Health Condition,57,12,6,stayers,2017-10-01,2017-10-31,Q13c1,with_only_children,0
Chronic Health Condition,57,12,6,stayers,2017-10-01,2017-10-31,Q13c1,unknown_household_type,0
HIV/AIDS,78,1,0,stayers,2017-10-01,2017-10-31,Q13c1,without_children,77
HIV/AIDS,78,1,0,stayers,2017-10-01,2017-10-31,Q13c1,with_only_children,0
HIV/AIDS,78,1,0,stayers,2017-10-01,2017-10-31,Q13c1,unknown_household_type,0
Development Disability,20,3,9,stayers,2017-10-01,2017-10-31,Q13c1,without_children,8
Development Disability,20,3,9,stayers,2017-10-01,2017-10-31,Q13c1,with_only_children,0
Development Disability,20,3,9,stayers,2017-10-01,2017-10-31,Q13c1,unknown_household_type,0
Physical Disability,66,12,2,stayers,2017-10-01,2017-10-31,Q13c1,without_children,52
Physical Disability,66,12,2,stayers,2017-10-01,2017-10-31,Q13c1,with_only_children,0
Physical Disability,66,12,2,stayers,2017-10-01,2017-10-31,Q13c1,unknown_household_type,0
