ch_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,52,all_households,2017-10-01,2017-10-31,Q26a,without_children,51
Chronically Homeless ,52,all_households,2017-10-01,2017-10-31,Q26a,with_children_and_adults,1
Chronically Homeless ,52,all_households,2017-10-01,2017-10-31,Q26a,with_only_children,0
Chronically Homeless ,52,all_households,2017-10-01,2017-10-31,Q26a,unknown_household_type,0
Not Chronically Homeless,225,all_households,2017-10-01,2017-10-31,Q26a,without_children,162
Not Chronically Homeless,225,all_households,2017-10-01,2017-10-31,Q26a,with_children_and_adults,63
Not Chronically Homeless,225,all_households,2017-10-01,2017-10-31,Q26a,with_only_children,0
Not Chronically Homeless,225,all_households,2017-10-01,2017-10-31,Q26a,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_households,2017-10-01,2017-10-31,Q26a,without_children,2
Client Doesn't Know/Client Refused,2,all_households,2017-10-01,2017-10-31,Q26a,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_households,2017-10-01,2017-10-31,Q26a,with_only_children,0
Client Doesn't Know/Client Refused,2,all_households,2017-10-01,2017-10-31,Q26a,unknown_household_type,0
Data Not Collected,10,all_households,2017-10-01,2017-10-31,Q26a,without_children,10
Data Not Collected,10,all_households,2017-10-01,2017-10-31,Q26a,with_children_and_adults,0
Data Not Collected,10,all_households,2017-10-01,2017-10-31,Q26a,with_only_children,0
Data Not Collected,10,all_households,2017-10-01,2017-10-31,Q26a,unknown_household_type,0
