age_group,total,population,start_date,end_date,question,household_type,count
Under 5,52,all_persons,2017-10-01,2017-10-31,Q11,without_children,0
Under 5,52,all_persons,2017-10-01,2017-10-31,Q11,with_children_and_adults,48
Under 5,52,all_persons,2017-10-01,2017-10-31,Q11,with_only_children,4
Under 5,52,all_persons,2017-10-01,2017-10-31,Q11,unknown_household_type,0
5 -  12,73,all_persons,2017-10-01,2017-10-31,Q11,without_children,0
5 -  12,73,all_persons,2017-10-01,2017-10-31,Q11,with_children_and_adults,68
5 -  12,73,all_persons,2017-10-01,2017-10-31,Q11,with_only_children,5
5 -  12,73,all_persons,2017-10-01,2017-10-31,Q11,unknown_household_type,0
13 - 17,34,all_persons,2017-10-01,2017-10-31,Q11,without_children,0
13 - 17,34,all_persons,2017-10-01,2017-10-31,Q11,with_children_and_adults,30
13 - 17,34,all_persons,2017-10-01,2017-10-31,Q11,with_only_children,4
13 - 17,34,all_persons,2017-10-01,2017-10-31,Q11,unknown_household_type,0
18 - 24,21,all_persons,2017-10-01,2017-10-31,Q11,without_children,6
18 - 24,21,all_persons,2017-10-01,2017-10-31,Q11,with_children_and_adults,15
18 - 24,21,all_persons,2017-10-01,2017-10-31,Q11,with_only_children,0
18 - 24,21,all_persons,2017-10-01,2017-10-31,Q11,unknown_household_type,0
25 - 34,72,all_persons,2017-10-01,2017-10-31,Q11,without_children,31
25 - 34,72,all_persons,2017-10-01,2017-10-31,Q11,with_children_and_adults,41
25 - 34,72,all_persons,2017-10-01,2017-10-31,Q11,with_only_children,0
25 - 34,72,all_persons,2017-10-01,2017-10-31,Q11,unknown_household_type,0
35 - 44,86,all_persons,2017-10-01,2017-10-31,Q11,without_children,56
35 - 44,86,all_persons,2017-10-01,2017-10-31,Q11,with_children_and_adults,30
35 - 44,86,all_persons,2017-10-01,2017-10-31,Q11,with_only_children,0
35 - 44,86,all_persons,2017-10-01,2017-10-31,Q11,unknown_household_type,0
45 - 54,82,all_persons,2017-10-01,2017-10-31,Q11,without_children,67
45 - 54,82,all_persons,2017-10-01,2017-10-31,Q11,with_children_and_adults,14
45 - 54,82,all_persons,2017-10-01,2017-10-31,Q11,with_only_children,0
45 - 54,82,all_persons,2017-10-01,2017-10-31,Q11,unknown_household_type,1
55 - 61,59,all_persons,2017-10-01,2017-10-31,Q11,without_children,55
55 - 61,59,all_persons,2017-10-01,2017-10-31,Q11,with_children_and_adults,4
55 - 61,59,all_persons,2017-10-01,2017-10-31,Q11,with_only_children,0
55 - 61,59,all_persons,2017-10-01,2017-10-31,Q11,unknown_household_type,0
62 +,36,all_persons,2017-10-01,2017-10-31,Q11,without_children,36
62 +,36,all_persons,2017-10-01,2017-10-31,Q11,with_children_and_adults,0
62 +,36,all_persons,2017-10-01,2017-10-31,Q11,with_only_children,0
62 +,36,all_persons,2017-10-01,2017-10-31,Q11,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2017-10-01,2017-10-31,Q11,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2017-10-01,2017-10-31,Q11,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2017-10-01,2017-10-31,Q11,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2017-10-01,2017-10-31,Q11,unknown_household_type,0
Data Not Collected,2,all_persons,2017-10-01,2017-10-31,Q11,without_children,0
Data Not Collected,2,all_persons,2017-10-01,2017-10-31,Q11,with_children_and_adults,0
Data Not Collected,2,all_persons,2017-10-01,2017-10-31,Q11,with_only_children,0
Data Not Collected,2,all_persons,2017-10-01,2017-10-31,Q11,unknown_household_type,2
