ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),469,all_persons,2017-10-01,2017-10-31,Q12b,without_children,229
Non-Hispanic/Non-Latin(a)(o)(x),469,all_persons,2017-10-01,2017-10-31,Q12b,with_children_and_adults,228
Non-Hispanic/Non-Latin(a)(o)(x),469,all_persons,2017-10-01,2017-10-31,Q12b,with_only_children,11
Non-Hispanic/Non-Latin(a)(o)(x),469,all_persons,2017-10-01,2017-10-31,Q12b,unknown_household_type,1
Hispanic/Latin(a)(o)(x),45,all_persons,2017-10-01,2017-10-31,Q12b,without_children,22
Hispanic/Latin(a)(o)(x),45,all_persons,2017-10-01,2017-10-31,Q12b,with_children_and_adults,21
Hispanic/Latin(a)(o)(x),45,all_persons,2017-10-01,2017-10-31,Q12b,with_only_children,2
Hispanic/Latin(a)(o)(x),45,all_persons,2017-10-01,2017-10-31,Q12b,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2017-10-01,2017-10-31,Q12b,without_children,0
Client Doesn't Know/Client Refused,1,all_persons,2017-10-01,2017-10-31,Q12b,with_children_and_adults,1
Client Doesn't Know/Client Refused,1,all_persons,2017-10-01,2017-10-31,Q12b,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2017-10-01,2017-10-31,Q12b,unknown_household_type,0
Data Not Collected,2,all_persons,2017-10-01,2017-10-31,Q12b,without_children,0
Data Not Collected,2,all_persons,2017-10-01,2017-10-31,Q12b,with_children_and_adults,0
Data Not Collected,2,all_persons,2017-10-01,2017-10-31,Q12b,with_only_children,0
Data Not Collected,2,all_persons,2017-10-01,2017-10-31,Q12b,unknown_household_type,2
