length,total,population,start_date,end_date,question,status,count
30 days or less,131,all_persons,2017-10-01,2017-10-31,Q22a1,leavers,33
30 days or less,131,all_persons,2017-10-01,2017-10-31,Q22a1,stayers,98
31 to 60 days,78,all_persons,2017-10-01,2017-10-31,Q22a1,leavers,19
31 to 60 days,78,all_persons,2017-10-01,2017-10-31,Q22a1,stayers,59
61 to 90 days,66,all_persons,2017-10-01,2017-10-31,Q22a1,leavers,15
61 to 90 days,66,all_persons,2017-10-01,2017-10-31,Q22a1,stayers,51
91 to 180 days,81,all_persons,2017-10-01,2017-10-31,Q22a1,leavers,22
91 to 180 days,81,all_persons,2017-10-01,2017-10-31,Q22a1,stayers,59
181 to 365 days,29,all_persons,2017-10-01,2017-10-31,Q22a1,leavers,3
181 to 365 days,29,all_persons,2017-10-01,2017-10-31,Q22a1,stayers,26
366 to 730 Days (1-2 Yrs),54,all_persons,2017-10-01,2017-10-31,Q22a1,leavers,1
366 to 730 Days (1-2 Yrs),54,all_persons,2017-10-01,2017-10-31,Q22a1,stayers,53
"731 to 1,095 Days (2-3 Yrs)",18,all_persons,2017-10-01,2017-10-31,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",18,all_persons,2017-10-01,2017-10-31,Q22a1,stayers,18
"1,096 to 1,460 Days (3-4 Yrs)",2,all_persons,2017-10-01,2017-10-31,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",2,all_persons,2017-10-01,2017-10-31,Q22a1,stayers,2
"1,461 to 1,825 Days (5-5 Yrs)",8,all_persons,2017-10-01,2017-10-31,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",8,all_persons,2017-10-01,2017-10-31,Q22a1,stayers,8
"More than 1,825 Days (>5 Yrs)",50,all_persons,2017-10-01,2017-10-31,Q22a1,leavers,3
"More than 1,825 Days (>5 Yrs)",50,all_persons,2017-10-01,2017-10-31,Q22a1,stayers,47
Data Not Collected,0,all_persons,2017-10-01,2017-10-31,Q22a1,leavers,0
Data Not Collected,0,all_persons,2017-10-01,2017-10-31,Q22a1,stayers,0
