number_of_adults_by_income_category,population,start_date,end_date,question,status,count
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2017-10-01,2017-10-31,Q18,number_of_adults_at_start,83
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2017-10-01,2017-10-31,Q18,number_of_adults_at_annual_assessment_stayers,6
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2017-10-01,2017-10-31,Q18,number_of_adults_at_exit_leavers,16
Adults with Only Other Income,all_persons,2017-10-01,2017-10-31,Q18,number_of_adults_at_start,116
Adults with Only Other Income,all_persons,2017-10-01,2017-10-31,Q18,number_of_adults_at_annual_assessment_stayers,25
Adults with Only Other Income,all_persons,2017-10-01,2017-10-31,Q18,number_of_adults_at_exit_leavers,15
Adults with Both Earned and Other Income,all_persons,2017-10-01,2017-10-31,Q18,number_of_adults_at_start,13
Adults with Both Earned and Other Income,all_persons,2017-10-01,2017-10-31,Q18,number_of_adults_at_annual_assessment_stayers,1
Adults with Both Earned and Other Income,all_persons,2017-10-01,2017-10-31,Q18,number_of_adults_at_exit_leavers,6
Adults with No Income,all_persons,2017-10-01,2017-10-31,Q18,number_of_adults_at_start,131
Adults with No Income,all_persons,2017-10-01,2017-10-31,Q18,number_of_adults_at_annual_assessment_stayers,15
Adults with No Income,all_persons,2017-10-01,2017-10-31,Q18,number_of_adults_at_exit_leavers,24
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2017-10-01,2017-10-31,Q18,number_of_adults_at_start,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2017-10-01,2017-10-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2017-10-01,2017-10-31,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2017-10-01,2017-10-31,Q18,number_of_adults_at_start,13
Adults with Missing Income Information,all_persons,2017-10-01,2017-10-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2017-10-01,2017-10-31,Q18,number_of_adults_at_exit_leavers,1
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2017-10-01,2017-10-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2017-10-01,2017-10-31,Q18,number_of_adults_at_annual_assessment_stayers,180
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2017-10-01,2017-10-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2017-10-01,2017-10-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2017-10-01,2017-10-31,Q18,number_of_adults_at_annual_assessment_stayers,67
Number of Adult Stayers without Required Annual Assessment,all_persons,2017-10-01,2017-10-31,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2017-10-01,2017-10-31,Q18,number_of_adults_at_start,356
Total Adults,all_persons,2017-10-01,2017-10-31,Q18,number_of_adults_at_annual_assessment_stayers,294
Total Adults,all_persons,2017-10-01,2017-10-31,Q18,number_of_adults_at_exit_leavers,62
1 or More Source of Income,all_persons,2017-10-01,2017-10-31,Q18,number_of_adults_at_start,229
1 or More Source of Income,all_persons,2017-10-01,2017-10-31,Q18,number_of_adults_at_annual_assessment_stayers,34
1 or More Source of Income,all_persons,2017-10-01,2017-10-31,Q18,number_of_adults_at_exit_leavers,41
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2017-10-01,2017-10-31,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2017-10-01,2017-10-31,Q18,number_of_adults_at_annual_assessment_stayers,47
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2017-10-01,2017-10-31,Q18,number_of_adults_at_exit_leavers,0
