conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,chronically_homeless,2017-03-01,2017-03-31,Q26e,conditions_at_start,39
Mental Health Disorder,chronically_homeless,2017-03-01,2017-03-31,Q26e,conditions_at_latest_assessment_for_stayers,33
Mental Health Disorder,chronically_homeless,2017-03-01,2017-03-31,Q26e,conditions_at_exit_for_leavers,6
Alcohol Use Disorder,chronically_homeless,2017-03-01,2017-03-31,Q26e,conditions_at_start,12
Alcohol Use Disorder,chronically_homeless,2017-03-01,2017-03-31,Q26e,conditions_at_latest_assessment_for_stayers,12
Alcohol Use Disorder,chronically_homeless,2017-03-01,2017-03-31,Q26e,conditions_at_exit_for_leavers,0
Drug Use Disorder,chronically_homeless,2017-03-01,2017-03-31,Q26e,conditions_at_start,2
Drug Use Disorder,chronically_homeless,2017-03-01,2017-03-31,Q26e,conditions_at_latest_assessment_for_stayers,2
Drug Use Disorder,chronically_homeless,2017-03-01,2017-03-31,Q26e,conditions_at_exit_for_leavers,0
Both Alcohol and Drug Use Disorders,chronically_homeless,2017-03-01,2017-03-31,Q26e,conditions_at_start,6
Both Alcohol and Drug Use Disorders,chronically_homeless,2017-03-01,2017-03-31,Q26e,conditions_at_latest_assessment_for_stayers,6
Both Alcohol and Drug Use Disorders,chronically_homeless,2017-03-01,2017-03-31,Q26e,conditions_at_exit_for_leavers,0
Chronic Health Condition,chronically_homeless,2017-03-01,2017-03-31,Q26e,conditions_at_start,21
Chronic Health Condition,chronically_homeless,2017-03-01,2017-03-31,Q26e,conditions_at_latest_assessment_for_stayers,17
Chronic Health Condition,chronically_homeless,2017-03-01,2017-03-31,Q26e,conditions_at_exit_for_leavers,4
HIV/AIDS,chronically_homeless,2017-03-01,2017-03-31,Q26e,conditions_at_start,0
HIV/AIDS,chronically_homeless,2017-03-01,2017-03-31,Q26e,conditions_at_latest_assessment_for_stayers,0
HIV/AIDS,chronically_homeless,2017-03-01,2017-03-31,Q26e,conditions_at_exit_for_leavers,0
Development Disability,chronically_homeless,2017-03-01,2017-03-31,Q26e,conditions_at_start,9
Development Disability,chronically_homeless,2017-03-01,2017-03-31,Q26e,conditions_at_latest_assessment_for_stayers,2
Development Disability,chronically_homeless,2017-03-01,2017-03-31,Q26e,conditions_at_exit_for_leavers,7
Physical Disability,chronically_homeless,2017-03-01,2017-03-31,Q26e,conditions_at_start,24
Physical Disability,chronically_homeless,2017-03-01,2017-03-31,Q26e,conditions_at_latest_assessment_for_stayers,19
Physical Disability,chronically_homeless,2017-03-01,2017-03-31,Q26e,conditions_at_exit_for_leavers,5
