ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),504,all_persons,2017-03-01,2017-03-31,Q12b,without_children,317
Non-Hispanic/Non-Latin(a)(o)(x),504,all_persons,2017-03-01,2017-03-31,Q12b,with_children_and_adults,177
Non-Hispanic/Non-Latin(a)(o)(x),504,all_persons,2017-03-01,2017-03-31,Q12b,with_only_children,9
Non-Hispanic/Non-Latin(a)(o)(x),504,all_persons,2017-03-01,2017-03-31,Q12b,unknown_household_type,1
Hispanic/Latin(a)(o)(x),59,all_persons,2017-03-01,2017-03-31,Q12b,without_children,32
Hispanic/Latin(a)(o)(x),59,all_persons,2017-03-01,2017-03-31,Q12b,with_children_and_adults,26
Hispanic/Latin(a)(o)(x),59,all_persons,2017-03-01,2017-03-31,Q12b,with_only_children,1
Hispanic/Latin(a)(o)(x),59,all_persons,2017-03-01,2017-03-31,Q12b,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2017-03-01,2017-03-31,Q12b,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2017-03-01,2017-03-31,Q12b,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2017-03-01,2017-03-31,Q12b,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2017-03-01,2017-03-31,Q12b,unknown_household_type,0
Data Not Collected,2,all_persons,2017-03-01,2017-03-31,Q12b,without_children,0
Data Not Collected,2,all_persons,2017-03-01,2017-03-31,Q12b,with_children_and_adults,0
Data Not Collected,2,all_persons,2017-03-01,2017-03-31,Q12b,with_only_children,0
Data Not Collected,2,all_persons,2017-03-01,2017-03-31,Q12b,unknown_household_type,2
