conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,99,11,2,all_persons,2017-03-01,2017-03-31,Q13c1,without_children,86
Mental Health Disorder,99,11,2,all_persons,2017-03-01,2017-03-31,Q13c1,with_only_children,0
Mental Health Disorder,99,11,2,all_persons,2017-03-01,2017-03-31,Q13c1,unknown_household_type,0
Alcohol Use Disorder,17,0,0,all_persons,2017-03-01,2017-03-31,Q13c1,without_children,17
Alcohol Use Disorder,17,0,0,all_persons,2017-03-01,2017-03-31,Q13c1,with_only_children,0
Alcohol Use Disorder,17,0,0,all_persons,2017-03-01,2017-03-31,Q13c1,unknown_household_type,0
Drug Use Disorder,10,4,0,all_persons,2017-03-01,2017-03-31,Q13c1,without_children,6
Drug Use Disorder,10,4,0,all_persons,2017-03-01,2017-03-31,Q13c1,with_only_children,0
Drug Use Disorder,10,4,0,all_persons,2017-03-01,2017-03-31,Q13c1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,16,1,0,all_persons,2017-03-01,2017-03-31,Q13c1,without_children,15
Both Alcohol and Drug Use Disorders,16,1,0,all_persons,2017-03-01,2017-03-31,Q13c1,with_only_children,0
Both Alcohol and Drug Use Disorders,16,1,0,all_persons,2017-03-01,2017-03-31,Q13c1,unknown_household_type,0
Chronic Health Condition,47,4,3,all_persons,2017-03-01,2017-03-31,Q13c1,without_children,40
Chronic Health Condition,47,4,3,all_persons,2017-03-01,2017-03-31,Q13c1,with_only_children,0
Chronic Health Condition,47,4,3,all_persons,2017-03-01,2017-03-31,Q13c1,unknown_household_type,0
HIV/AIDS,94,1,0,all_persons,2017-03-01,2017-03-31,Q13c1,without_children,93
HIV/AIDS,94,1,0,all_persons,2017-03-01,2017-03-31,Q13c1,with_only_children,0
HIV/AIDS,94,1,0,all_persons,2017-03-01,2017-03-31,Q13c1,unknown_household_type,0
Development Disability,15,3,6,all_persons,2017-03-01,2017-03-31,Q13c1,without_children,6
Development Disability,15,3,6,all_persons,2017-03-01,2017-03-31,Q13c1,with_only_children,0
Development Disability,15,3,6,all_persons,2017-03-01,2017-03-31,Q13c1,unknown_household_type,0
Physical Disability,54,8,0,all_persons,2017-03-01,2017-03-31,Q13c1,without_children,46
Physical Disability,54,8,0,all_persons,2017-03-01,2017-03-31,Q13c1,with_only_children,0
Physical Disability,54,8,0,all_persons,2017-03-01,2017-03-31,Q13c1,unknown_household_type,0
