veteran_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,18,all_households,2017-03-01,2017-03-31,Q25b,without_children,18
Chronically Homeless Veteran,18,all_households,2017-03-01,2017-03-31,Q25b,with_children_and_adults,0
Chronically Homeless Veteran,18,all_households,2017-03-01,2017-03-31,Q25b,unknown_household_type,0
Non-Chronically Homeless Veteran,7,all_households,2017-03-01,2017-03-31,Q25b,without_children,6
Non-Chronically Homeless Veteran,7,all_households,2017-03-01,2017-03-31,Q25b,with_children_and_adults,1
Non-Chronically Homeless Veteran,7,all_households,2017-03-01,2017-03-31,Q25b,unknown_household_type,0
Not a Veteran,341,all_households,2017-03-01,2017-03-31,Q25b,without_children,283
Not a Veteran,341,all_households,2017-03-01,2017-03-31,Q25b,with_children_and_adults,58
Not a Veteran,341,all_households,2017-03-01,2017-03-31,Q25b,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_households,2017-03-01,2017-03-31,Q25b,without_children,1
Client Doesn't Know/Client Refused,1,all_households,2017-03-01,2017-03-31,Q25b,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_households,2017-03-01,2017-03-31,Q25b,unknown_household_type,0
Data Not Collected,15,all_households,2017-03-01,2017-03-31,Q25b,without_children,15
Data Not Collected,15,all_households,2017-03-01,2017-03-31,Q25b,with_children_and_adults,0
Data Not Collected,15,all_households,2017-03-01,2017-03-31,Q25b,unknown_household_type,0
