ch_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,67,all_persons,2017-03-01,2017-03-31,Q26b,without_children,64
Chronically Homeless ,67,all_persons,2017-03-01,2017-03-31,Q26b,with_children_and_adults,3
Chronically Homeless ,67,all_persons,2017-03-01,2017-03-31,Q26b,with_only_children,0
Chronically Homeless ,67,all_persons,2017-03-01,2017-03-31,Q26b,unknown_household_type,0
Not Chronically Homeless,466,all_persons,2017-03-01,2017-03-31,Q26b,without_children,255
Not Chronically Homeless,466,all_persons,2017-03-01,2017-03-31,Q26b,with_children_and_adults,200
Not Chronically Homeless,466,all_persons,2017-03-01,2017-03-31,Q26b,with_only_children,10
Not Chronically Homeless,466,all_persons,2017-03-01,2017-03-31,Q26b,unknown_household_type,1
Client Doesn't Know/Client Refused,6,all_persons,2017-03-01,2017-03-31,Q26b,without_children,6
Client Doesn't Know/Client Refused,6,all_persons,2017-03-01,2017-03-31,Q26b,with_children_and_adults,0
Client Doesn't Know/Client Refused,6,all_persons,2017-03-01,2017-03-31,Q26b,with_only_children,0
Client Doesn't Know/Client Refused,6,all_persons,2017-03-01,2017-03-31,Q26b,unknown_household_type,0
Data Not Collected,27,all_persons,2017-03-01,2017-03-31,Q26b,without_children,25
Data Not Collected,27,all_persons,2017-03-01,2017-03-31,Q26b,with_children_and_adults,0
Data Not Collected,27,all_persons,2017-03-01,2017-03-31,Q26b,with_only_children,0
Data Not Collected,27,all_persons,2017-03-01,2017-03-31,Q26b,unknown_household_type,2
