veteran_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,18,all_persons,2017-03-01,2017-03-31,Q25a,without_children,18
Chronically Homeless Veteran,18,all_persons,2017-03-01,2017-03-31,Q25a,with_children_and_adults,0
Chronically Homeless Veteran,18,all_persons,2017-03-01,2017-03-31,Q25a,unknown_household_type,0
Non-Chronically Homeless Veteran,7,all_persons,2017-03-01,2017-03-31,Q25a,without_children,6
Non-Chronically Homeless Veteran,7,all_persons,2017-03-01,2017-03-31,Q25a,with_children_and_adults,1
Non-Chronically Homeless Veteran,7,all_persons,2017-03-01,2017-03-31,Q25a,unknown_household_type,0
Not a Veteran,396,all_persons,2017-03-01,2017-03-31,Q25a,without_children,308
Not a Veteran,396,all_persons,2017-03-01,2017-03-31,Q25a,with_children_and_adults,87
Not a Veteran,396,all_persons,2017-03-01,2017-03-31,Q25a,unknown_household_type,1
Client Doesn't Know/Client Refused,1,all_persons,2017-03-01,2017-03-31,Q25a,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2017-03-01,2017-03-31,Q25a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2017-03-01,2017-03-31,Q25a,unknown_household_type,0
Data Not Collected,17,all_persons,2017-03-01,2017-03-31,Q25a,without_children,17
Data Not Collected,17,all_persons,2017-03-01,2017-03-31,Q25a,with_children_and_adults,0
Data Not Collected,17,all_persons,2017-03-01,2017-03-31,Q25a,unknown_household_type,0
