conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,26,1,1,exit,2017-03-01,2017-03-31,Q13b1,without_children,23
Mental Health Disorder,26,1,1,exit,2017-03-01,2017-03-31,Q13b1,with_only_children,1
Mental Health Disorder,26,1,1,exit,2017-03-01,2017-03-31,Q13b1,unknown_household_type,0
Alcohol Use Disorder,2,0,0,exit,2017-03-01,2017-03-31,Q13b1,without_children,2
Alcohol Use Disorder,2,0,0,exit,2017-03-01,2017-03-31,Q13b1,with_only_children,0
Alcohol Use Disorder,2,0,0,exit,2017-03-01,2017-03-31,Q13b1,unknown_household_type,0
Drug Use Disorder,4,0,0,exit,2017-03-01,2017-03-31,Q13b1,without_children,4
Drug Use Disorder,4,0,0,exit,2017-03-01,2017-03-31,Q13b1,with_only_children,0
Drug Use Disorder,4,0,0,exit,2017-03-01,2017-03-31,Q13b1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,4,0,0,exit,2017-03-01,2017-03-31,Q13b1,without_children,3
Both Alcohol and Drug Use Disorders,4,0,0,exit,2017-03-01,2017-03-31,Q13b1,with_only_children,1
Both Alcohol and Drug Use Disorders,4,0,0,exit,2017-03-01,2017-03-31,Q13b1,unknown_household_type,0
Chronic Health Condition,18,2,1,exit,2017-03-01,2017-03-31,Q13b1,without_children,15
Chronic Health Condition,18,2,1,exit,2017-03-01,2017-03-31,Q13b1,with_only_children,0
Chronic Health Condition,18,2,1,exit,2017-03-01,2017-03-31,Q13b1,unknown_household_type,0
HIV/AIDS,9,0,0,exit,2017-03-01,2017-03-31,Q13b1,without_children,9
HIV/AIDS,9,0,0,exit,2017-03-01,2017-03-31,Q13b1,with_only_children,0
HIV/AIDS,9,0,0,exit,2017-03-01,2017-03-31,Q13b1,unknown_household_type,0
Development Disability,13,0,3,exit,2017-03-01,2017-03-31,Q13b1,without_children,10
Development Disability,13,0,3,exit,2017-03-01,2017-03-31,Q13b1,with_only_children,0
Development Disability,13,0,3,exit,2017-03-01,2017-03-31,Q13b1,unknown_household_type,0
Physical Disability,33,0,2,exit,2017-03-01,2017-03-31,Q13b1,without_children,31
Physical Disability,33,0,2,exit,2017-03-01,2017-03-31,Q13b1,with_only_children,0
Physical Disability,33,0,2,exit,2017-03-01,2017-03-31,Q13b1,unknown_household_type,0
