conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,125,12,3,all_persons,2017-03-01,2017-03-31,Q13a1,without_children,109
Mental Health Disorder,125,12,3,all_persons,2017-03-01,2017-03-31,Q13a1,with_only_children,1
Mental Health Disorder,125,12,3,all_persons,2017-03-01,2017-03-31,Q13a1,unknown_household_type,0
Alcohol Use Disorder,20,0,0,all_persons,2017-03-01,2017-03-31,Q13a1,without_children,20
Alcohol Use Disorder,20,0,0,all_persons,2017-03-01,2017-03-31,Q13a1,with_only_children,0
Alcohol Use Disorder,20,0,0,all_persons,2017-03-01,2017-03-31,Q13a1,unknown_household_type,0
Drug Use Disorder,14,4,0,all_persons,2017-03-01,2017-03-31,Q13a1,without_children,10
Drug Use Disorder,14,4,0,all_persons,2017-03-01,2017-03-31,Q13a1,with_only_children,0
Drug Use Disorder,14,4,0,all_persons,2017-03-01,2017-03-31,Q13a1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,20,1,0,all_persons,2017-03-01,2017-03-31,Q13a1,without_children,18
Both Alcohol and Drug Use Disorders,20,1,0,all_persons,2017-03-01,2017-03-31,Q13a1,with_only_children,1
Both Alcohol and Drug Use Disorders,20,1,0,all_persons,2017-03-01,2017-03-31,Q13a1,unknown_household_type,0
Chronic Health Condition,63,6,4,all_persons,2017-03-01,2017-03-31,Q13a1,without_children,53
Chronic Health Condition,63,6,4,all_persons,2017-03-01,2017-03-31,Q13a1,with_only_children,0
Chronic Health Condition,63,6,4,all_persons,2017-03-01,2017-03-31,Q13a1,unknown_household_type,0
HIV/AIDS,103,1,0,all_persons,2017-03-01,2017-03-31,Q13a1,without_children,102
HIV/AIDS,103,1,0,all_persons,2017-03-01,2017-03-31,Q13a1,with_only_children,0
HIV/AIDS,103,1,0,all_persons,2017-03-01,2017-03-31,Q13a1,unknown_household_type,0
Development Disability,28,3,9,all_persons,2017-03-01,2017-03-31,Q13a1,without_children,16
Development Disability,28,3,9,all_persons,2017-03-01,2017-03-31,Q13a1,with_only_children,0
Development Disability,28,3,9,all_persons,2017-03-01,2017-03-31,Q13a1,unknown_household_type,0
Physical Disability,87,8,2,all_persons,2017-03-01,2017-03-31,Q13a1,without_children,77
Physical Disability,87,8,2,all_persons,2017-03-01,2017-03-31,Q13a1,with_only_children,0
Physical Disability,87,8,2,all_persons,2017-03-01,2017-03-31,Q13a1,unknown_household_type,0
