conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,85,11,2,all_persons,2015-03-01,2015-03-31,Q13c1,without_children,72
Mental Health Disorder,85,11,2,all_persons,2015-03-01,2015-03-31,Q13c1,with_only_children,0
Mental Health Disorder,85,11,2,all_persons,2015-03-01,2015-03-31,Q13c1,unknown_household_type,0
Alcohol Use Disorder,13,0,0,all_persons,2015-03-01,2015-03-31,Q13c1,without_children,13
Alcohol Use Disorder,13,0,0,all_persons,2015-03-01,2015-03-31,Q13c1,with_only_children,0
Alcohol Use Disorder,13,0,0,all_persons,2015-03-01,2015-03-31,Q13c1,unknown_household_type,0
Drug Use Disorder,5,1,0,all_persons,2015-03-01,2015-03-31,Q13c1,without_children,4
Drug Use Disorder,5,1,0,all_persons,2015-03-01,2015-03-31,Q13c1,with_only_children,0
Drug Use Disorder,5,1,0,all_persons,2015-03-01,2015-03-31,Q13c1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,15,0,0,all_persons,2015-03-01,2015-03-31,Q13c1,without_children,15
Both Alcohol and Drug Use Disorders,15,0,0,all_persons,2015-03-01,2015-03-31,Q13c1,with_only_children,0
Both Alcohol and Drug Use Disorders,15,0,0,all_persons,2015-03-01,2015-03-31,Q13c1,unknown_household_type,0
Chronic Health Condition,49,10,4,all_persons,2015-03-01,2015-03-31,Q13c1,without_children,35
Chronic Health Condition,49,10,4,all_persons,2015-03-01,2015-03-31,Q13c1,with_only_children,0
Chronic Health Condition,49,10,4,all_persons,2015-03-01,2015-03-31,Q13c1,unknown_household_type,0
HIV/AIDS,80,3,0,all_persons,2015-03-01,2015-03-31,Q13c1,without_children,77
HIV/AIDS,80,3,0,all_persons,2015-03-01,2015-03-31,Q13c1,with_only_children,0
HIV/AIDS,80,3,0,all_persons,2015-03-01,2015-03-31,Q13c1,unknown_household_type,0
Development Disability,12,3,5,all_persons,2015-03-01,2015-03-31,Q13c1,without_children,4
Development Disability,12,3,5,all_persons,2015-03-01,2015-03-31,Q13c1,with_only_children,0
Development Disability,12,3,5,all_persons,2015-03-01,2015-03-31,Q13c1,unknown_household_type,0
Physical Disability,45,2,2,all_persons,2015-03-01,2015-03-31,Q13c1,without_children,41
Physical Disability,45,2,2,all_persons,2015-03-01,2015-03-31,Q13c1,with_only_children,0
Physical Disability,45,2,2,all_persons,2015-03-01,2015-03-31,Q13c1,unknown_household_type,0
