length,total,population,start_date,end_date,question,status,count
30 days or less,213,all_persons,2015-03-01,2015-03-31,Q22a1,leavers,139
30 days or less,213,all_persons,2015-03-01,2015-03-31,Q22a1,stayers,74
31 to 60 days,81,all_persons,2015-03-01,2015-03-31,Q22a1,leavers,31
31 to 60 days,81,all_persons,2015-03-01,2015-03-31,Q22a1,stayers,50
61 to 90 days,62,all_persons,2015-03-01,2015-03-31,Q22a1,leavers,17
61 to 90 days,62,all_persons,2015-03-01,2015-03-31,Q22a1,stayers,45
91 to 180 days,61,all_persons,2015-03-01,2015-03-31,Q22a1,leavers,8
91 to 180 days,61,all_persons,2015-03-01,2015-03-31,Q22a1,stayers,53
181 to 365 days,53,all_persons,2015-03-01,2015-03-31,Q22a1,leavers,4
181 to 365 days,53,all_persons,2015-03-01,2015-03-31,Q22a1,stayers,49
366 to 730 Days (1-2 Yrs),16,all_persons,2015-03-01,2015-03-31,Q22a1,leavers,0
366 to 730 Days (1-2 Yrs),16,all_persons,2015-03-01,2015-03-31,Q22a1,stayers,16
"731 to 1,095 Days (2-3 Yrs)",13,all_persons,2015-03-01,2015-03-31,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",13,all_persons,2015-03-01,2015-03-31,Q22a1,stayers,13
"1,096 to 1,460 Days (3-4 Yrs)",14,all_persons,2015-03-01,2015-03-31,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",14,all_persons,2015-03-01,2015-03-31,Q22a1,stayers,14
"1,461 to 1,825 Days (5-5 Yrs)",10,all_persons,2015-03-01,2015-03-31,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",10,all_persons,2015-03-01,2015-03-31,Q22a1,stayers,10
"More than 1,825 Days (>5 Yrs)",49,all_persons,2015-03-01,2015-03-31,Q22a1,leavers,0
"More than 1,825 Days (>5 Yrs)",49,all_persons,2015-03-01,2015-03-31,Q22a1,stayers,49
Data Not Collected,0,all_persons,2015-03-01,2015-03-31,Q22a1,leavers,0
Data Not Collected,0,all_persons,2015-03-01,2015-03-31,Q22a1,stayers,0
