health_insurance,population,start_date,end_date,question,status,count
MEDICAID,all_persons,2015-03-01,2015-03-31,Q21,at_start,192
MEDICAID,all_persons,2015-03-01,2015-03-31,Q21,at_annual_assessment_for_stayers,8
MEDICAID,all_persons,2015-03-01,2015-03-31,Q21,at_exit_for_leavers,81
MEDICARE,all_persons,2015-03-01,2015-03-31,Q21,at_start,52
MEDICARE,all_persons,2015-03-01,2015-03-31,Q21,at_annual_assessment_for_stayers,4
MEDICARE,all_persons,2015-03-01,2015-03-31,Q21,at_exit_for_leavers,18
State Children's Health Insurance Program,all_persons,2015-03-01,2015-03-31,Q21,at_start,6
State Children's Health Insurance Program,all_persons,2015-03-01,2015-03-31,Q21,at_annual_assessment_for_stayers,0
State Children's Health Insurance Program,all_persons,2015-03-01,2015-03-31,Q21,at_exit_for_leavers,0
Veteran's Administration (VA) Medical Services,all_persons,2015-03-01,2015-03-31,Q21,at_start,4
Veteran's Administration (VA) Medical Services,all_persons,2015-03-01,2015-03-31,Q21,at_annual_assessment_for_stayers,0
Veteran's Administration (VA) Medical Services,all_persons,2015-03-01,2015-03-31,Q21,at_exit_for_leavers,3
Employer - Provided Health Insurance,all_persons,2015-03-01,2015-03-31,Q21,at_start,26
Employer - Provided Health Insurance,all_persons,2015-03-01,2015-03-31,Q21,at_annual_assessment_for_stayers,1
Employer - Provided Health Insurance,all_persons,2015-03-01,2015-03-31,Q21,at_exit_for_leavers,4
Health Insurance obtained through COBRA,all_persons,2015-03-01,2015-03-31,Q21,at_start,0
Health Insurance obtained through COBRA,all_persons,2015-03-01,2015-03-31,Q21,at_annual_assessment_for_stayers,0
Health Insurance obtained through COBRA,all_persons,2015-03-01,2015-03-31,Q21,at_exit_for_leavers,0
Private Pay Health Insurance,all_persons,2015-03-01,2015-03-31,Q21,at_start,25
Private Pay Health Insurance,all_persons,2015-03-01,2015-03-31,Q21,at_annual_assessment_for_stayers,0
Private Pay Health Insurance,all_persons,2015-03-01,2015-03-31,Q21,at_exit_for_leavers,4
State Health Insurance for Adults,all_persons,2015-03-01,2015-03-31,Q21,at_start,11
State Health Insurance for Adults,all_persons,2015-03-01,2015-03-31,Q21,at_annual_assessment_for_stayers,0
State Health Insurance for Adults,all_persons,2015-03-01,2015-03-31,Q21,at_exit_for_leavers,2
Indian Health Services Program,all_persons,2015-03-01,2015-03-31,Q21,at_start,0
Indian Health Services Program,all_persons,2015-03-01,2015-03-31,Q21,at_annual_assessment_for_stayers,0
Indian Health Services Program,all_persons,2015-03-01,2015-03-31,Q21,at_exit_for_leavers,0
Other,all_persons,2015-03-01,2015-03-31,Q21,at_start,0
Other,all_persons,2015-03-01,2015-03-31,Q21,at_annual_assessment_for_stayers,0
Other,all_persons,2015-03-01,2015-03-31,Q21,at_exit_for_leavers,0
No Health Insurance,all_persons,2015-03-01,2015-03-31,Q21,at_start,262
No Health Insurance,all_persons,2015-03-01,2015-03-31,Q21,at_annual_assessment_for_stayers,2
No Health Insurance,all_persons,2015-03-01,2015-03-31,Q21,at_exit_for_leavers,85
Client Doesn't Know/Client Refused,all_persons,2015-03-01,2015-03-31,Q21,at_start,1
Client Doesn't Know/Client Refused,all_persons,2015-03-01,2015-03-31,Q21,at_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2015-03-01,2015-03-31,Q21,at_exit_for_leavers,1
Data Not Collected,all_persons,2015-03-01,2015-03-31,Q21,at_start,41
Data Not Collected,all_persons,2015-03-01,2015-03-31,Q21,at_annual_assessment_for_stayers,90
Data Not Collected,all_persons,2015-03-01,2015-03-31,Q21,at_exit_for_leavers,12
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2015-03-01,2015-03-31,Q21,at_start,0
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2015-03-01,2015-03-31,Q21,at_annual_assessment_for_stayers,271
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2015-03-01,2015-03-31,Q21,at_exit_for_leavers,0
1 Source of Health Insurance,all_persons,2015-03-01,2015-03-31,Q21,at_start,229
1 Source of Health Insurance,all_persons,2015-03-01,2015-03-31,Q21,at_annual_assessment_for_stayers,7
1 Source of Health Insurance,all_persons,2015-03-01,2015-03-31,Q21,at_exit_for_leavers,92
More than 1 Source of Health Insurance,all_persons,2015-03-01,2015-03-31,Q21,at_start,43
More than 1 Source of Health Insurance,all_persons,2015-03-01,2015-03-31,Q21,at_annual_assessment_for_stayers,3
More than 1 Source of Health Insurance,all_persons,2015-03-01,2015-03-31,Q21,at_exit_for_leavers,10
