conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,chronically_homeless,2015-03-01,2015-03-31,Q26e,conditions_at_start,13
Mental Health Disorder,chronically_homeless,2015-03-01,2015-03-31,Q26e,conditions_at_latest_assessment_for_stayers,11
Mental Health Disorder,chronically_homeless,2015-03-01,2015-03-31,Q26e,conditions_at_exit_for_leavers,2
Alcohol Use Disorder,chronically_homeless,2015-03-01,2015-03-31,Q26e,conditions_at_start,4
Alcohol Use Disorder,chronically_homeless,2015-03-01,2015-03-31,Q26e,conditions_at_latest_assessment_for_stayers,3
Alcohol Use Disorder,chronically_homeless,2015-03-01,2015-03-31,Q26e,conditions_at_exit_for_leavers,1
Drug Use Disorder,chronically_homeless,2015-03-01,2015-03-31,Q26e,conditions_at_start,0
Drug Use Disorder,chronically_homeless,2015-03-01,2015-03-31,Q26e,conditions_at_latest_assessment_for_stayers,0
Drug Use Disorder,chronically_homeless,2015-03-01,2015-03-31,Q26e,conditions_at_exit_for_leavers,0
Both Alcohol and Drug Use Disorders,chronically_homeless,2015-03-01,2015-03-31,Q26e,conditions_at_start,5
Both Alcohol and Drug Use Disorders,chronically_homeless,2015-03-01,2015-03-31,Q26e,conditions_at_latest_assessment_for_stayers,4
Both Alcohol and Drug Use Disorders,chronically_homeless,2015-03-01,2015-03-31,Q26e,conditions_at_exit_for_leavers,1
Chronic Health Condition,chronically_homeless,2015-03-01,2015-03-31,Q26e,conditions_at_start,11
Chronic Health Condition,chronically_homeless,2015-03-01,2015-03-31,Q26e,conditions_at_latest_assessment_for_stayers,10
Chronic Health Condition,chronically_homeless,2015-03-01,2015-03-31,Q26e,conditions_at_exit_for_leavers,1
HIV/AIDS,chronically_homeless,2015-03-01,2015-03-31,Q26e,conditions_at_start,0
HIV/AIDS,chronically_homeless,2015-03-01,2015-03-31,Q26e,conditions_at_latest_assessment_for_stayers,0
HIV/AIDS,chronically_homeless,2015-03-01,2015-03-31,Q26e,conditions_at_exit_for_leavers,0
Development Disability,chronically_homeless,2015-03-01,2015-03-31,Q26e,conditions_at_start,0
Development Disability,chronically_homeless,2015-03-01,2015-03-31,Q26e,conditions_at_latest_assessment_for_stayers,0
Development Disability,chronically_homeless,2015-03-01,2015-03-31,Q26e,conditions_at_exit_for_leavers,0
Physical Disability,chronically_homeless,2015-03-01,2015-03-31,Q26e,conditions_at_start,12
Physical Disability,chronically_homeless,2015-03-01,2015-03-31,Q26e,conditions_at_latest_assessment_for_stayers,9
Physical Disability,chronically_homeless,2015-03-01,2015-03-31,Q26e,conditions_at_exit_for_leavers,3
