count_non_cash_benefits,population,start_date,end_date,question,status,count
No Sources,all_persons,2021-09-01,2021-09-30,Q20b,benefit_at_entry,620
No Sources,all_persons,2021-09-01,2021-09-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,21
No Sources,all_persons,2021-09-01,2021-09-30,Q20b,benefit_at_exit_for_leavers,114
1 + Source(s),all_persons,2021-09-01,2021-09-30,Q20b,benefit_at_entry,335
1 + Source(s),all_persons,2021-09-01,2021-09-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,36
1 + Source(s),all_persons,2021-09-01,2021-09-30,Q20b,benefit_at_exit_for_leavers,53
Client Doesn't Know/Client Refused,all_persons,2021-09-01,2021-09-30,Q20b,benefit_at_entry,5
Client Doesn't Know/Client Refused,all_persons,2021-09-01,2021-09-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2021-09-01,2021-09-30,Q20b,benefit_at_exit_for_leavers,2
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2021-09-01,2021-09-30,Q20b,benefit_at_entry,133
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2021-09-01,2021-09-30,Q20b,benefit_at_latest_annual_assessment_for_stayers,824
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2021-09-01,2021-09-30,Q20b,benefit_at_exit_for_leavers,43
