dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,38,all_persons,2021-09-01,2021-09-30,Q14b,without_children,29
Yes,38,all_persons,2021-09-01,2021-09-30,Q14b,with_children_and_adults,9
Yes,38,all_persons,2021-09-01,2021-09-30,Q14b,with_only_children,0
Yes,38,all_persons,2021-09-01,2021-09-30,Q14b,unknown_household_type,0
No,180,all_persons,2021-09-01,2021-09-30,Q14b,without_children,141
No,180,all_persons,2021-09-01,2021-09-30,Q14b,with_children_and_adults,39
No,180,all_persons,2021-09-01,2021-09-30,Q14b,with_only_children,0
No,180,all_persons,2021-09-01,2021-09-30,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2021-09-01,2021-09-30,Q14b,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2021-09-01,2021-09-30,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2021-09-01,2021-09-30,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2021-09-01,2021-09-30,Q14b,unknown_household_type,0
Data Not Collected,13,all_persons,2021-09-01,2021-09-30,Q14b,without_children,12
Data Not Collected,13,all_persons,2021-09-01,2021-09-30,Q14b,with_children_and_adults,1
Data Not Collected,13,all_persons,2021-09-01,2021-09-30,Q14b,with_only_children,0
Data Not Collected,13,all_persons,2021-09-01,2021-09-30,Q14b,unknown_household_type,0
