conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,chronically_homeless,2021-09-01,2021-09-30,Q26e,conditions_at_start,89
Mental Health Disorder,chronically_homeless,2021-09-01,2021-09-30,Q26e,conditions_at_latest_assessment_for_stayers,81
Mental Health Disorder,chronically_homeless,2021-09-01,2021-09-30,Q26e,conditions_at_exit_for_leavers,8
Alcohol Use Disorder,chronically_homeless,2021-09-01,2021-09-30,Q26e,conditions_at_start,17
Alcohol Use Disorder,chronically_homeless,2021-09-01,2021-09-30,Q26e,conditions_at_latest_assessment_for_stayers,17
Alcohol Use Disorder,chronically_homeless,2021-09-01,2021-09-30,Q26e,conditions_at_exit_for_leavers,0
Drug Use Disorder,chronically_homeless,2021-09-01,2021-09-30,Q26e,conditions_at_start,9
Drug Use Disorder,chronically_homeless,2021-09-01,2021-09-30,Q26e,conditions_at_latest_assessment_for_stayers,7
Drug Use Disorder,chronically_homeless,2021-09-01,2021-09-30,Q26e,conditions_at_exit_for_leavers,2
Both Alcohol and Drug Use Disorders,chronically_homeless,2021-09-01,2021-09-30,Q26e,conditions_at_start,24
Both Alcohol and Drug Use Disorders,chronically_homeless,2021-09-01,2021-09-30,Q26e,conditions_at_latest_assessment_for_stayers,20
Both Alcohol and Drug Use Disorders,chronically_homeless,2021-09-01,2021-09-30,Q26e,conditions_at_exit_for_leavers,4
Chronic Health Condition,chronically_homeless,2021-09-01,2021-09-30,Q26e,conditions_at_start,47
Chronic Health Condition,chronically_homeless,2021-09-01,2021-09-30,Q26e,conditions_at_latest_assessment_for_stayers,46
Chronic Health Condition,chronically_homeless,2021-09-01,2021-09-30,Q26e,conditions_at_exit_for_leavers,1
HIV/AIDS,chronically_homeless,2021-09-01,2021-09-30,Q26e,conditions_at_start,3
HIV/AIDS,chronically_homeless,2021-09-01,2021-09-30,Q26e,conditions_at_latest_assessment_for_stayers,3
HIV/AIDS,chronically_homeless,2021-09-01,2021-09-30,Q26e,conditions_at_exit_for_leavers,0
Development Disability,chronically_homeless,2021-09-01,2021-09-30,Q26e,conditions_at_start,20
Development Disability,chronically_homeless,2021-09-01,2021-09-30,Q26e,conditions_at_latest_assessment_for_stayers,20
Development Disability,chronically_homeless,2021-09-01,2021-09-30,Q26e,conditions_at_exit_for_leavers,0
Physical Disability,chronically_homeless,2021-09-01,2021-09-30,Q26e,conditions_at_start,49
Physical Disability,chronically_homeless,2021-09-01,2021-09-30,Q26e,conditions_at_latest_assessment_for_stayers,46
Physical Disability,chronically_homeless,2021-09-01,2021-09-30,Q26e,conditions_at_exit_for_leavers,3
