gender_identity,total,population,start_date,end_date,question,household_type,count
Male,172,children,2021-09-01,2021-09-30,Q10b,with_children_and_adults,164
Male,172,children,2021-09-01,2021-09-30,Q10b,with_only_children,8
Male,172,children,2021-09-01,2021-09-30,Q10b,unknown_household_type,0
Female,149,children,2021-09-01,2021-09-30,Q10b,with_children_and_adults,133
Female,149,children,2021-09-01,2021-09-30,Q10b,with_only_children,16
Female,149,children,2021-09-01,2021-09-30,Q10b,unknown_household_type,0
No Single Gender,0,children,2021-09-01,2021-09-30,Q10b,with_children_and_adults,0
No Single Gender,0,children,2021-09-01,2021-09-30,Q10b,with_only_children,0
No Single Gender,0,children,2021-09-01,2021-09-30,Q10b,unknown_household_type,0
Questioning,0,children,2021-09-01,2021-09-30,Q10b,with_children_and_adults,0
Questioning,0,children,2021-09-01,2021-09-30,Q10b,with_only_children,0
Questioning,0,children,2021-09-01,2021-09-30,Q10b,unknown_household_type,0
Transgender,0,children,2021-09-01,2021-09-30,Q10b,with_children_and_adults,0
Transgender,0,children,2021-09-01,2021-09-30,Q10b,with_only_children,0
Transgender,0,children,2021-09-01,2021-09-30,Q10b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,children,2021-09-01,2021-09-30,Q10b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,children,2021-09-01,2021-09-30,Q10b,with_only_children,0
Client Doesn't Know/Client Refused,0,children,2021-09-01,2021-09-30,Q10b,unknown_household_type,0
Data Not Collected,1,children,2021-09-01,2021-09-30,Q10b,with_children_and_adults,1
Data Not Collected,1,children,2021-09-01,2021-09-30,Q10b,with_only_children,0
Data Not Collected,1,children,2021-09-01,2021-09-30,Q10b,unknown_household_type,0
