dv_history,total,population,start_date,end_date,question,household_type,count
Yes,232,all_persons,2021-09-01,2021-09-30,Q14a,without_children,183
Yes,232,all_persons,2021-09-01,2021-09-30,Q14a,with_children_and_adults,49
Yes,232,all_persons,2021-09-01,2021-09-30,Q14a,with_only_children,0
Yes,232,all_persons,2021-09-01,2021-09-30,Q14a,unknown_household_type,0
No,838,all_persons,2021-09-01,2021-09-30,Q14a,without_children,680
No,838,all_persons,2021-09-01,2021-09-30,Q14a,with_children_and_adults,155
No,838,all_persons,2021-09-01,2021-09-30,Q14a,with_only_children,0
No,838,all_persons,2021-09-01,2021-09-30,Q14a,unknown_household_type,3
Client Doesn't Know/Client Refused,5,all_persons,2021-09-01,2021-09-30,Q14a,without_children,5
Client Doesn't Know/Client Refused,5,all_persons,2021-09-01,2021-09-30,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,5,all_persons,2021-09-01,2021-09-30,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,5,all_persons,2021-09-01,2021-09-30,Q14a,unknown_household_type,0
Data Not Collected,26,all_persons,2021-09-01,2021-09-30,Q14a,without_children,18
Data Not Collected,26,all_persons,2021-09-01,2021-09-30,Q14a,with_children_and_adults,8
Data Not Collected,26,all_persons,2021-09-01,2021-09-30,Q14a,with_only_children,0
Data Not Collected,26,all_persons,2021-09-01,2021-09-30,Q14a,unknown_household_type,0
