veteran_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,19,all_persons,2021-09-01,2021-09-30,Q25a,without_children,19
Chronically Homeless Veteran,19,all_persons,2021-09-01,2021-09-30,Q25a,with_children_and_adults,0
Chronically Homeless Veteran,19,all_persons,2021-09-01,2021-09-30,Q25a,unknown_household_type,0
Non-Chronically Homeless Veteran,57,all_persons,2021-09-01,2021-09-30,Q25a,without_children,52
Non-Chronically Homeless Veteran,57,all_persons,2021-09-01,2021-09-30,Q25a,with_children_and_adults,5
Non-Chronically Homeless Veteran,57,all_persons,2021-09-01,2021-09-30,Q25a,unknown_household_type,0
Not a Veteran,999,all_persons,2021-09-01,2021-09-30,Q25a,without_children,800
Not a Veteran,999,all_persons,2021-09-01,2021-09-30,Q25a,with_children_and_adults,196
Not a Veteran,999,all_persons,2021-09-01,2021-09-30,Q25a,unknown_household_type,3
Client Doesn't Know/Client Refused,1,all_persons,2021-09-01,2021-09-30,Q25a,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2021-09-01,2021-09-30,Q25a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2021-09-01,2021-09-30,Q25a,unknown_household_type,0
Data Not Collected,17,all_persons,2021-09-01,2021-09-30,Q25a,without_children,14
Data Not Collected,17,all_persons,2021-09-01,2021-09-30,Q25a,with_children_and_adults,3
Data Not Collected,17,all_persons,2021-09-01,2021-09-30,Q25a,unknown_household_type,0
