race,total,population,start_date,end_date,question,household_type,count
White,964,all_persons,2021-09-01,2021-09-30,Q12a,without_children,624
White,964,all_persons,2021-09-01,2021-09-30,Q12a,with_children_and_adults,320
White,964,all_persons,2021-09-01,2021-09-30,Q12a,with_only_children,15
White,964,all_persons,2021-09-01,2021-09-30,Q12a,unknown_household_type,5
"Black, African American, or African",319,all_persons,2021-09-01,2021-09-30,Q12a,without_children,210
"Black, African American, or African",319,all_persons,2021-09-01,2021-09-30,Q12a,with_children_and_adults,101
"Black, African American, or African",319,all_persons,2021-09-01,2021-09-30,Q12a,with_only_children,6
"Black, African American, or African",319,all_persons,2021-09-01,2021-09-30,Q12a,unknown_household_type,2
Asian or Asian American,11,all_persons,2021-09-01,2021-09-30,Q12a,without_children,3
Asian or Asian American,11,all_persons,2021-09-01,2021-09-30,Q12a,with_children_and_adults,5
Asian or Asian American,11,all_persons,2021-09-01,2021-09-30,Q12a,with_only_children,0
Asian or Asian American,11,all_persons,2021-09-01,2021-09-30,Q12a,unknown_household_type,3
"American Indian, Alaska Native, or Indigenous",6,all_persons,2021-09-01,2021-09-30,Q12a,without_children,6
"American Indian, Alaska Native, or Indigenous",6,all_persons,2021-09-01,2021-09-30,Q12a,with_children_and_adults,0
"American Indian, Alaska Native, or Indigenous",6,all_persons,2021-09-01,2021-09-30,Q12a,with_only_children,0
"American Indian, Alaska Native, or Indigenous",6,all_persons,2021-09-01,2021-09-30,Q12a,unknown_household_type,0
Native Hawaiian or Pacific Islander,8,all_persons,2021-09-01,2021-09-30,Q12a,without_children,5
Native Hawaiian or Pacific Islander,8,all_persons,2021-09-01,2021-09-30,Q12a,with_children_and_adults,3
Native Hawaiian or Pacific Islander,8,all_persons,2021-09-01,2021-09-30,Q12a,with_only_children,0
Native Hawaiian or Pacific Islander,8,all_persons,2021-09-01,2021-09-30,Q12a,unknown_household_type,0
Multiple Races,101,all_persons,2021-09-01,2021-09-30,Q12a,without_children,33
Multiple Races,101,all_persons,2021-09-01,2021-09-30,Q12a,with_children_and_adults,65
Multiple Races,101,all_persons,2021-09-01,2021-09-30,Q12a,with_only_children,3
Multiple Races,101,all_persons,2021-09-01,2021-09-30,Q12a,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_persons,2021-09-01,2021-09-30,Q12a,without_children,2
Client Doesn't Know/Client Refused,2,all_persons,2021-09-01,2021-09-30,Q12a,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_persons,2021-09-01,2021-09-30,Q12a,with_only_children,0
Client Doesn't Know/Client Refused,2,all_persons,2021-09-01,2021-09-30,Q12a,unknown_household_type,0
Data Not Collected,14,all_persons,2021-09-01,2021-09-30,Q12a,without_children,3
Data Not Collected,14,all_persons,2021-09-01,2021-09-30,Q12a,with_children_and_adults,8
Data Not Collected,14,all_persons,2021-09-01,2021-09-30,Q12a,with_only_children,0
Data Not Collected,14,all_persons,2021-09-01,2021-09-30,Q12a,unknown_household_type,3
