length,total,population,start_date,end_date,question,status,count
30 days or less,424,all_persons,2021-09-01,2021-09-30,Q22a1,leavers,254
30 days or less,424,all_persons,2021-09-01,2021-09-30,Q22a1,stayers,170
31 to 60 days,131,all_persons,2021-09-01,2021-09-30,Q22a1,leavers,10
31 to 60 days,131,all_persons,2021-09-01,2021-09-30,Q22a1,stayers,121
61 to 90 days,109,all_persons,2021-09-01,2021-09-30,Q22a1,leavers,10
61 to 90 days,109,all_persons,2021-09-01,2021-09-30,Q22a1,stayers,99
91 to 180 days,82,all_persons,2021-09-01,2021-09-30,Q22a1,leavers,7
91 to 180 days,82,all_persons,2021-09-01,2021-09-30,Q22a1,stayers,75
181 to 365 days,87,all_persons,2021-09-01,2021-09-30,Q22a1,leavers,4
181 to 365 days,87,all_persons,2021-09-01,2021-09-30,Q22a1,stayers,83
366 to 730 Days (1-2 Yrs),222,all_persons,2021-09-01,2021-09-30,Q22a1,leavers,0
366 to 730 Days (1-2 Yrs),222,all_persons,2021-09-01,2021-09-30,Q22a1,stayers,222
"731 to 1,095 Days (2-3 Yrs)",207,all_persons,2021-09-01,2021-09-30,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",207,all_persons,2021-09-01,2021-09-30,Q22a1,stayers,207
"1,096 to 1,460 Days (3-4 Yrs)",77,all_persons,2021-09-01,2021-09-30,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",77,all_persons,2021-09-01,2021-09-30,Q22a1,stayers,77
"1,461 to 1,825 Days (5-5 Yrs)",26,all_persons,2021-09-01,2021-09-30,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",26,all_persons,2021-09-01,2021-09-30,Q22a1,stayers,26
"More than 1,825 Days (>5 Yrs)",60,all_persons,2021-09-01,2021-09-30,Q22a1,leavers,1
"More than 1,825 Days (>5 Yrs)",60,all_persons,2021-09-01,2021-09-30,Q22a1,stayers,59
Data Not Collected,0,all_persons,2021-09-01,2021-09-30,Q22a1,leavers,0
Data Not Collected,0,all_persons,2021-09-01,2021-09-30,Q22a1,stayers,0
