veteran_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,18,all_households,2021-09-01,2021-09-30,Q25b,without_children,18
Chronically Homeless Veteran,18,all_households,2021-09-01,2021-09-30,Q25b,with_children_and_adults,0
Chronically Homeless Veteran,18,all_households,2021-09-01,2021-09-30,Q25b,unknown_household_type,0
Non-Chronically Homeless Veteran,55,all_households,2021-09-01,2021-09-30,Q25b,without_children,51
Non-Chronically Homeless Veteran,55,all_households,2021-09-01,2021-09-30,Q25b,with_children_and_adults,4
Non-Chronically Homeless Veteran,55,all_households,2021-09-01,2021-09-30,Q25b,unknown_household_type,0
Not a Veteran,794,all_households,2021-09-01,2021-09-30,Q25b,without_children,674
Not a Veteran,794,all_households,2021-09-01,2021-09-30,Q25b,with_children_and_adults,118
Not a Veteran,794,all_households,2021-09-01,2021-09-30,Q25b,unknown_household_type,2
Client Doesn't Know/Client Refused,1,all_households,2021-09-01,2021-09-30,Q25b,without_children,1
Client Doesn't Know/Client Refused,1,all_households,2021-09-01,2021-09-30,Q25b,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_households,2021-09-01,2021-09-30,Q25b,unknown_household_type,0
Data Not Collected,9,all_households,2021-09-01,2021-09-30,Q25b,without_children,9
Data Not Collected,9,all_households,2021-09-01,2021-09-30,Q25b,with_children_and_adults,0
Data Not Collected,9,all_households,2021-09-01,2021-09-30,Q25b,unknown_household_type,0
