count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,140,31,44,all_persons,2021-09-01,2021-09-30,Q13b2,without_children,65
None,140,31,44,all_persons,2021-09-01,2021-09-30,Q13b2,with_only_children,0
None,140,31,44,all_persons,2021-09-01,2021-09-30,Q13b2,unknown_household_type,0
1 Condition,35,4,0,all_persons,2021-09-01,2021-09-30,Q13b2,without_children,31
1 Condition,35,4,0,all_persons,2021-09-01,2021-09-30,Q13b2,with_only_children,0
1 Condition,35,4,0,all_persons,2021-09-01,2021-09-30,Q13b2,unknown_household_type,0
2 Conditions,20,1,0,all_persons,2021-09-01,2021-09-30,Q13b2,without_children,19
2 Conditions,20,1,0,all_persons,2021-09-01,2021-09-30,Q13b2,with_only_children,0
2 Conditions,20,1,0,all_persons,2021-09-01,2021-09-30,Q13b2,unknown_household_type,0
3+ Conditions,16,1,0,all_persons,2021-09-01,2021-09-30,Q13b2,without_children,15
3+ Conditions,16,1,0,all_persons,2021-09-01,2021-09-30,Q13b2,with_only_children,0
3+ Conditions,16,1,0,all_persons,2021-09-01,2021-09-30,Q13b2,unknown_household_type,0
Condition Unknown,48,8,6,all_persons,2021-09-01,2021-09-30,Q13b2,without_children,34
Condition Unknown,48,8,6,all_persons,2021-09-01,2021-09-30,Q13b2,with_only_children,0
Condition Unknown,48,8,6,all_persons,2021-09-01,2021-09-30,Q13b2,unknown_household_type,0
Client Doesn't Know/Client Refused,1,0,1,all_persons,2021-09-01,2021-09-30,Q13b2,without_children,0
Client Doesn't Know/Client Refused,1,0,1,all_persons,2021-09-01,2021-09-30,Q13b2,with_only_children,0
Client Doesn't Know/Client Refused,1,0,1,all_persons,2021-09-01,2021-09-30,Q13b2,unknown_household_type,0
Data Not Collected,26,2,23,all_persons,2021-09-01,2021-09-30,Q13b2,without_children,1
Data Not Collected,26,2,23,all_persons,2021-09-01,2021-09-30,Q13b2,with_only_children,0
Data Not Collected,26,2,23,all_persons,2021-09-01,2021-09-30,Q13b2,unknown_household_type,0
