count_non_cash_benefits,population,start_date,end_date,question,status,count
No Sources,all_persons,2022-02-01,2022-02-28,Q20b,benefit_at_entry,725
No Sources,all_persons,2022-02-01,2022-02-28,Q20b,benefit_at_latest_annual_assessment_for_stayers,26
No Sources,all_persons,2022-02-01,2022-02-28,Q20b,benefit_at_exit_for_leavers,73
1 + Source(s),all_persons,2022-02-01,2022-02-28,Q20b,benefit_at_entry,426
1 + Source(s),all_persons,2022-02-01,2022-02-28,Q20b,benefit_at_latest_annual_assessment_for_stayers,33
1 + Source(s),all_persons,2022-02-01,2022-02-28,Q20b,benefit_at_exit_for_leavers,47
Client Doesn't Know/Client Refused,all_persons,2022-02-01,2022-02-28,Q20b,benefit_at_entry,3
Client Doesn't Know/Client Refused,all_persons,2022-02-01,2022-02-28,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2022-02-01,2022-02-28,Q20b,benefit_at_exit_for_leavers,0
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2022-02-01,2022-02-28,Q20b,benefit_at_entry,165
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2022-02-01,2022-02-28,Q20b,benefit_at_latest_annual_assessment_for_stayers,1109
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2022-02-01,2022-02-28,Q20b,benefit_at_exit_for_leavers,31
