non_cash_benefits,population,start_date,end_date,question,status,count
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2022-02-01,2022-02-28,Q20a,benefit_at_start,417
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2022-02-01,2022-02-28,Q20a,benefit_at_latest_annual_assessment_for_stayers,30
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2022-02-01,2022-02-28,Q20a,benefit_at_exit_for_leavers,45
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2022-02-01,2022-02-28,Q20a,benefit_at_start,19
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2022-02-01,2022-02-28,Q20a,benefit_at_latest_annual_assessment_for_stayers,2
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2022-02-01,2022-02-28,Q20a,benefit_at_exit_for_leavers,3
TANF Child Care Services,all_persons,2022-02-01,2022-02-28,Q20a,benefit_at_start,6
TANF Child Care Services,all_persons,2022-02-01,2022-02-28,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2022-02-01,2022-02-28,Q20a,benefit_at_exit_for_leavers,2
TANF Transportation Services,all_persons,2022-02-01,2022-02-28,Q20a,benefit_at_start,2
TANF Transportation Services,all_persons,2022-02-01,2022-02-28,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2022-02-01,2022-02-28,Q20a,benefit_at_exit_for_leavers,1
Other TANF-Funded Services,all_persons,2022-02-01,2022-02-28,Q20a,benefit_at_start,6
Other TANF-Funded Services,all_persons,2022-02-01,2022-02-28,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2022-02-01,2022-02-28,Q20a,benefit_at_exit_for_leavers,1
Other Source,all_persons,2022-02-01,2022-02-28,Q20a,benefit_at_start,11
Other Source,all_persons,2022-02-01,2022-02-28,Q20a,benefit_at_latest_annual_assessment_for_stayers,7
Other Source,all_persons,2022-02-01,2022-02-28,Q20a,benefit_at_exit_for_leavers,1
