gender_identity,total,population,start_date,end_date,question,household_type,count
Male,191,children,2022-02-01,2022-02-28,Q10b,with_children_and_adults,176
Male,191,children,2022-02-01,2022-02-28,Q10b,with_only_children,15
Male,191,children,2022-02-01,2022-02-28,Q10b,unknown_household_type,0
Female,175,children,2022-02-01,2022-02-28,Q10b,with_children_and_adults,154
Female,175,children,2022-02-01,2022-02-28,Q10b,with_only_children,21
Female,175,children,2022-02-01,2022-02-28,Q10b,unknown_household_type,0
No Single Gender,0,children,2022-02-01,2022-02-28,Q10b,with_children_and_adults,0
No Single Gender,0,children,2022-02-01,2022-02-28,Q10b,with_only_children,0
No Single Gender,0,children,2022-02-01,2022-02-28,Q10b,unknown_household_type,0
Questioning,0,children,2022-02-01,2022-02-28,Q10b,with_children_and_adults,0
Questioning,0,children,2022-02-01,2022-02-28,Q10b,with_only_children,0
Questioning,0,children,2022-02-01,2022-02-28,Q10b,unknown_household_type,0
Transgender,0,children,2022-02-01,2022-02-28,Q10b,with_children_and_adults,0
Transgender,0,children,2022-02-01,2022-02-28,Q10b,with_only_children,0
Transgender,0,children,2022-02-01,2022-02-28,Q10b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,children,2022-02-01,2022-02-28,Q10b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,children,2022-02-01,2022-02-28,Q10b,with_only_children,0
Client Doesn't Know/Client Refused,0,children,2022-02-01,2022-02-28,Q10b,unknown_household_type,0
Data Not Collected,4,children,2022-02-01,2022-02-28,Q10b,with_children_and_adults,3
Data Not Collected,4,children,2022-02-01,2022-02-28,Q10b,with_only_children,1
Data Not Collected,4,children,2022-02-01,2022-02-28,Q10b,unknown_household_type,0
