living_situation,total,population,start_date,end_date,question,category,household_type,count
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",189,all_persons,2022-02-01,2022-02-28,Q15,Homeless Situations,without_children,154
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",189,all_persons,2022-02-01,2022-02-28,Q15,Homeless Situations,with_children_and_adults,34
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",189,all_persons,2022-02-01,2022-02-28,Q15,Homeless Situations,with_only_children,0
"Emergency shelter, including hotel or motel paid for with emergency shelter voucher",189,all_persons,2022-02-01,2022-02-28,Q15,Homeless Situations,unknown_household_type,1
Transitional housing for homeless persons (including homeless youth),2,all_persons,2022-02-01,2022-02-28,Q15,Homeless Situations,without_children,2
Transitional housing for homeless persons (including homeless youth),2,all_persons,2022-02-01,2022-02-28,Q15,Homeless Situations,with_children_and_adults,0
Transitional housing for homeless persons (including homeless youth),2,all_persons,2022-02-01,2022-02-28,Q15,Homeless Situations,with_only_children,0
Transitional housing for homeless persons (including homeless youth),2,all_persons,2022-02-01,2022-02-28,Q15,Homeless Situations,unknown_household_type,0
Place not meant for human habitation,317,all_persons,2022-02-01,2022-02-28,Q15,Homeless Situations,without_children,287
Place not meant for human habitation,317,all_persons,2022-02-01,2022-02-28,Q15,Homeless Situations,with_children_and_adults,30
Place not meant for human habitation,317,all_persons,2022-02-01,2022-02-28,Q15,Homeless Situations,with_only_children,0
Place not meant for human habitation,317,all_persons,2022-02-01,2022-02-28,Q15,Homeless Situations,unknown_household_type,0
Safe Haven,7,all_persons,2022-02-01,2022-02-28,Q15,Homeless Situations,without_children,6
Safe Haven,7,all_persons,2022-02-01,2022-02-28,Q15,Homeless Situations,with_children_and_adults,1
Safe Haven,7,all_persons,2022-02-01,2022-02-28,Q15,Homeless Situations,with_only_children,0
Safe Haven,7,all_persons,2022-02-01,2022-02-28,Q15,Homeless Situations,unknown_household_type,0
Host Home,0,all_persons,2022-02-01,2022-02-28,Q15,Homeless Situations,without_children,0
Host Home,0,all_persons,2022-02-01,2022-02-28,Q15,Homeless Situations,with_children_and_adults,0
Host Home,0,all_persons,2022-02-01,2022-02-28,Q15,Homeless Situations,with_only_children,0
Host Home,0,all_persons,2022-02-01,2022-02-28,Q15,Homeless Situations,unknown_household_type,0
Psychiatric hospital or other psychiatric facility,10,all_persons,2022-02-01,2022-02-28,Q15,Institutional Settings,without_children,10
Psychiatric hospital or other psychiatric facility,10,all_persons,2022-02-01,2022-02-28,Q15,Institutional Settings,with_children_and_adults,0
Psychiatric hospital or other psychiatric facility,10,all_persons,2022-02-01,2022-02-28,Q15,Institutional Settings,with_only_children,0
Psychiatric hospital or other psychiatric facility,10,all_persons,2022-02-01,2022-02-28,Q15,Institutional Settings,unknown_household_type,0
Substance abuse treatment facility or detox center,10,all_persons,2022-02-01,2022-02-28,Q15,Institutional Settings,without_children,10
Substance abuse treatment facility or detox center,10,all_persons,2022-02-01,2022-02-28,Q15,Institutional Settings,with_children_and_adults,0
Substance abuse treatment facility or detox center,10,all_persons,2022-02-01,2022-02-28,Q15,Institutional Settings,with_only_children,0
