income_range,population,start_date,end_date,question,status,count
No Income,adults,2022-02-01,2022-02-28,Q16,income_at_start,549
No Income,adults,2022-02-01,2022-02-28,Q16,income_at_latest_annual_assessment_for_stayers,12
No Income,adults,2022-02-01,2022-02-28,Q16,income_at_exit_for_leavers,54
$1 -  $150,adults,2022-02-01,2022-02-28,Q16,income_at_start,7
$1 -  $150,adults,2022-02-01,2022-02-28,Q16,income_at_latest_annual_assessment_for_stayers,0
$1 -  $150,adults,2022-02-01,2022-02-28,Q16,income_at_exit_for_leavers,0
$151 - $250,adults,2022-02-01,2022-02-28,Q16,income_at_start,5
$151 - $250,adults,2022-02-01,2022-02-28,Q16,income_at_latest_annual_assessment_for_stayers,0
$151 - $250,adults,2022-02-01,2022-02-28,Q16,income_at_exit_for_leavers,0
$251 - $500,adults,2022-02-01,2022-02-28,Q16,income_at_start,26
$251 - $500,adults,2022-02-01,2022-02-28,Q16,income_at_latest_annual_assessment_for_stayers,3
$251 - $500,adults,2022-02-01,2022-02-28,Q16,income_at_exit_for_leavers,2
$501 - $1000,adults,2022-02-01,2022-02-28,Q16,income_at_start,167
$501 - $1000,adults,2022-02-01,2022-02-28,Q16,income_at_latest_annual_assessment_for_stayers,17
$501 - $1000,adults,2022-02-01,2022-02-28,Q16,income_at_exit_for_leavers,18
$1001 - $1500,adults,2022-02-01,2022-02-28,Q16,income_at_start,101
$1001 - $1500,adults,2022-02-01,2022-02-28,Q16,income_at_latest_annual_assessment_for_stayers,14
$1001 - $1500,adults,2022-02-01,2022-02-28,Q16,income_at_exit_for_leavers,11
$1501 - $2000,adults,2022-02-01,2022-02-28,Q16,income_at_start,105
$1501 - $2000,adults,2022-02-01,2022-02-28,Q16,income_at_latest_annual_assessment_for_stayers,6
$1501 - $2000,adults,2022-02-01,2022-02-28,Q16,income_at_exit_for_leavers,10
$2001+,adults,2022-02-01,2022-02-28,Q16,income_at_start,93
$2001+,adults,2022-02-01,2022-02-28,Q16,income_at_latest_annual_assessment_for_stayers,6
$2001+,adults,2022-02-01,2022-02-28,Q16,income_at_exit_for_leavers,9
Client Doesn't Know/Client Refused,adults,2022-02-01,2022-02-28,Q16,income_at_start,2
Client Doesn't Know/Client Refused,adults,2022-02-01,2022-02-28,Q16,income_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,adults,2022-02-01,2022-02-28,Q16,income_at_exit_for_leavers,0
Data Not Collected,adults,2022-02-01,2022-02-28,Q16,income_at_start,264
Data Not Collected,adults,2022-02-01,2022-02-28,Q16,income_at_latest_annual_assessment_for_stayers,2
Data Not Collected,adults,2022-02-01,2022-02-28,Q16,income_at_exit_for_leavers,47
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2022-02-01,2022-02-28,Q16,income_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2022-02-01,2022-02-28,Q16,income_at_latest_annual_assessment_for_stayers,709
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2022-02-01,2022-02-28,Q16,income_at_exit_for_leavers,0
Number of Adult Stayers without Required Annual Assessment,adults,2022-02-01,2022-02-28,Q16,income_at_start,0
Number of Adult Stayers without Required Annual Assessment,adults,2022-02-01,2022-02-28,Q16,income_at_latest_annual_assessment_for_stayers,399
Number of Adult Stayers without Required Annual Assessment,adults,2022-02-01,2022-02-28,Q16,income_at_exit_for_leavers,0
Total Adults,adults,2022-02-01,2022-02-28,Q16,income_at_start,1319
Total Adults,adults,2022-02-01,2022-02-28,Q16,income_at_latest_annual_assessment_for_stayers,1168
Total Adults,adults,2022-02-01,2022-02-28,Q16,income_at_exit_for_leavers,151
