veteran_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,25,all_persons,2022-02-01,2022-02-28,Q25a,without_children,25
Chronically Homeless Veteran,25,all_persons,2022-02-01,2022-02-28,Q25a,with_children_and_adults,0
Chronically Homeless Veteran,25,all_persons,2022-02-01,2022-02-28,Q25a,unknown_household_type,0
Non-Chronically Homeless Veteran,49,all_persons,2022-02-01,2022-02-28,Q25a,without_children,45
Non-Chronically Homeless Veteran,49,all_persons,2022-02-01,2022-02-28,Q25a,with_children_and_adults,4
Non-Chronically Homeless Veteran,49,all_persons,2022-02-01,2022-02-28,Q25a,unknown_household_type,0
Not a Veteran,1219,all_persons,2022-02-01,2022-02-28,Q25a,without_children,970
Not a Veteran,1219,all_persons,2022-02-01,2022-02-28,Q25a,with_children_and_adults,243
Not a Veteran,1219,all_persons,2022-02-01,2022-02-28,Q25a,unknown_household_type,6
Client Doesn't Know/Client Refused,3,all_persons,2022-02-01,2022-02-28,Q25a,without_children,3
Client Doesn't Know/Client Refused,3,all_persons,2022-02-01,2022-02-28,Q25a,with_children_and_adults,0
Client Doesn't Know/Client Refused,3,all_persons,2022-02-01,2022-02-28,Q25a,unknown_household_type,0
Data Not Collected,23,all_persons,2022-02-01,2022-02-28,Q25a,without_children,19
Data Not Collected,23,all_persons,2022-02-01,2022-02-28,Q25a,with_children_and_adults,4
Data Not Collected,23,all_persons,2022-02-01,2022-02-28,Q25a,unknown_household_type,0
