length,total,population,start_date,end_date,question,status,count
30 days or less,340,all_persons,2022-02-01,2022-02-28,Q22a1,leavers,149
30 days or less,340,all_persons,2022-02-01,2022-02-28,Q22a1,stayers,191
31 to 60 days,116,all_persons,2022-02-01,2022-02-28,Q22a1,leavers,8
31 to 60 days,116,all_persons,2022-02-01,2022-02-28,Q22a1,stayers,108
61 to 90 days,134,all_persons,2022-02-01,2022-02-28,Q22a1,leavers,4
61 to 90 days,134,all_persons,2022-02-01,2022-02-28,Q22a1,stayers,130
91 to 180 days,290,all_persons,2022-02-01,2022-02-28,Q22a1,leavers,37
91 to 180 days,290,all_persons,2022-02-01,2022-02-28,Q22a1,stayers,253
181 to 365 days,198,all_persons,2022-02-01,2022-02-28,Q22a1,leavers,3
181 to 365 days,198,all_persons,2022-02-01,2022-02-28,Q22a1,stayers,195
366 to 730 Days (1-2 Yrs),166,all_persons,2022-02-01,2022-02-28,Q22a1,leavers,0
366 to 730 Days (1-2 Yrs),166,all_persons,2022-02-01,2022-02-28,Q22a1,stayers,166
"731 to 1,095 Days (2-3 Yrs)",257,all_persons,2022-02-01,2022-02-28,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",257,all_persons,2022-02-01,2022-02-28,Q22a1,stayers,257
"1,096 to 1,460 Days (3-4 Yrs)",99,all_persons,2022-02-01,2022-02-28,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",99,all_persons,2022-02-01,2022-02-28,Q22a1,stayers,99
"1,461 to 1,825 Days (5-5 Yrs)",40,all_persons,2022-02-01,2022-02-28,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",40,all_persons,2022-02-01,2022-02-28,Q22a1,stayers,40
"More than 1,825 Days (>5 Yrs)",65,all_persons,2022-02-01,2022-02-28,Q22a1,leavers,1
"More than 1,825 Days (>5 Yrs)",65,all_persons,2022-02-01,2022-02-28,Q22a1,stayers,64
Data Not Collected,0,all_persons,2022-02-01,2022-02-28,Q22a1,leavers,0
Data Not Collected,0,all_persons,2022-02-01,2022-02-28,Q22a1,stayers,0
