dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,43,all_persons,2022-02-01,2022-02-28,Q14b,without_children,31
Yes,43,all_persons,2022-02-01,2022-02-28,Q14b,with_children_and_adults,12
Yes,43,all_persons,2022-02-01,2022-02-28,Q14b,with_only_children,0
Yes,43,all_persons,2022-02-01,2022-02-28,Q14b,unknown_household_type,0
No,225,all_persons,2022-02-01,2022-02-28,Q14b,without_children,180
No,225,all_persons,2022-02-01,2022-02-28,Q14b,with_children_and_adults,45
No,225,all_persons,2022-02-01,2022-02-28,Q14b,with_only_children,0
No,225,all_persons,2022-02-01,2022-02-28,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_persons,2022-02-01,2022-02-28,Q14b,without_children,2
Client Doesn't Know/Client Refused,2,all_persons,2022-02-01,2022-02-28,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_persons,2022-02-01,2022-02-28,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,2,all_persons,2022-02-01,2022-02-28,Q14b,unknown_household_type,0
Data Not Collected,14,all_persons,2022-02-01,2022-02-28,Q14b,without_children,13
Data Not Collected,14,all_persons,2022-02-01,2022-02-28,Q14b,with_children_and_adults,1
Data Not Collected,14,all_persons,2022-02-01,2022-02-28,Q14b,with_only_children,0
Data Not Collected,14,all_persons,2022-02-01,2022-02-28,Q14b,unknown_household_type,0
