dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,0,all_persons,2015-04-01,2015-04-30,Q14b,without_children,0
Yes,0,all_persons,2015-04-01,2015-04-30,Q14b,with_children_and_adults,0
Yes,0,all_persons,2015-04-01,2015-04-30,Q14b,with_only_children,0
Yes,0,all_persons,2015-04-01,2015-04-30,Q14b,unknown_household_type,0
No,7,all_persons,2015-04-01,2015-04-30,Q14b,without_children,3
No,7,all_persons,2015-04-01,2015-04-30,Q14b,with_children_and_adults,4
No,7,all_persons,2015-04-01,2015-04-30,Q14b,with_only_children,0
No,7,all_persons,2015-04-01,2015-04-30,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2015-04-01,2015-04-30,Q14b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-04-01,2015-04-30,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2015-04-01,2015-04-30,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-04-01,2015-04-30,Q14b,unknown_household_type,0
Data Not Collected,41,all_persons,2015-04-01,2015-04-30,Q14b,without_children,31
Data Not Collected,41,all_persons,2015-04-01,2015-04-30,Q14b,with_children_and_adults,10
Data Not Collected,41,all_persons,2015-04-01,2015-04-30,Q14b,with_only_children,0
Data Not Collected,41,all_persons,2015-04-01,2015-04-30,Q14b,unknown_household_type,0
