count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,247,56,82,start,2015-04-01,2015-04-30,Q13a2,without_children,107
None,247,56,82,start,2015-04-01,2015-04-30,Q13a2,with_only_children,2
None,247,56,82,start,2015-04-01,2015-04-30,Q13a2,unknown_household_type,0
1 Condition,135,15,6,start,2015-04-01,2015-04-30,Q13a2,without_children,114
1 Condition,135,15,6,start,2015-04-01,2015-04-30,Q13a2,with_only_children,0
1 Condition,135,15,6,start,2015-04-01,2015-04-30,Q13a2,unknown_household_type,0
2 Conditions,70,6,2,start,2015-04-01,2015-04-30,Q13a2,without_children,62
2 Conditions,70,6,2,start,2015-04-01,2015-04-30,Q13a2,with_only_children,0
2 Conditions,70,6,2,start,2015-04-01,2015-04-30,Q13a2,unknown_household_type,0
3+ Conditions,35,3,1,start,2015-04-01,2015-04-30,Q13a2,without_children,31
3+ Conditions,35,3,1,start,2015-04-01,2015-04-30,Q13a2,with_only_children,0
3+ Conditions,35,3,1,start,2015-04-01,2015-04-30,Q13a2,unknown_household_type,0
Condition Unknown,9,1,2,start,2015-04-01,2015-04-30,Q13a2,without_children,6
Condition Unknown,9,1,2,start,2015-04-01,2015-04-30,Q13a2,with_only_children,0
Condition Unknown,9,1,2,start,2015-04-01,2015-04-30,Q13a2,unknown_household_type,0
Client Doesn't Know/Client Refused,0,0,0,start,2015-04-01,2015-04-30,Q13a2,without_children,0
Client Doesn't Know/Client Refused,0,0,0,start,2015-04-01,2015-04-30,Q13a2,with_only_children,0
Client Doesn't Know/Client Refused,0,0,0,start,2015-04-01,2015-04-30,Q13a2,unknown_household_type,0
Data Not Collected,20,0,0,start,2015-04-01,2015-04-30,Q13a2,without_children,18
Data Not Collected,20,0,0,start,2015-04-01,2015-04-30,Q13a2,with_only_children,0
Data Not Collected,20,0,0,start,2015-04-01,2015-04-30,Q13a2,unknown_household_type,2
