ch_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,25,all_persons,2015-04-01,2015-04-30,Q26b,without_children,25
Chronically Homeless ,25,all_persons,2015-04-01,2015-04-30,Q26b,with_children_and_adults,0
Chronically Homeless ,25,all_persons,2015-04-01,2015-04-30,Q26b,with_only_children,0
Chronically Homeless ,25,all_persons,2015-04-01,2015-04-30,Q26b,unknown_household_type,0
Not Chronically Homeless,376,all_persons,2015-04-01,2015-04-30,Q26b,without_children,218
Not Chronically Homeless,376,all_persons,2015-04-01,2015-04-30,Q26b,with_children_and_adults,156
Not Chronically Homeless,376,all_persons,2015-04-01,2015-04-30,Q26b,with_only_children,2
Not Chronically Homeless,376,all_persons,2015-04-01,2015-04-30,Q26b,unknown_household_type,0
Client Doesn't Know/Client Refused,4,all_persons,2015-04-01,2015-04-30,Q26b,without_children,4
Client Doesn't Know/Client Refused,4,all_persons,2015-04-01,2015-04-30,Q26b,with_children_and_adults,0
Client Doesn't Know/Client Refused,4,all_persons,2015-04-01,2015-04-30,Q26b,with_only_children,0
Client Doesn't Know/Client Refused,4,all_persons,2015-04-01,2015-04-30,Q26b,unknown_household_type,0
Data Not Collected,111,all_persons,2015-04-01,2015-04-30,Q26b,without_children,91
Data Not Collected,111,all_persons,2015-04-01,2015-04-30,Q26b,with_children_and_adults,18
Data Not Collected,111,all_persons,2015-04-01,2015-04-30,Q26b,with_only_children,0
Data Not Collected,111,all_persons,2015-04-01,2015-04-30,Q26b,unknown_household_type,2
