race,total,population,start_date,end_date,question,household_type,count
White,381,all_persons,2015-04-01,2015-04-30,Q12a,without_children,252
White,381,all_persons,2015-04-01,2015-04-30,Q12a,with_children_and_adults,128
White,381,all_persons,2015-04-01,2015-04-30,Q12a,with_only_children,0
White,381,all_persons,2015-04-01,2015-04-30,Q12a,unknown_household_type,1
"Black, African American, or African",104,all_persons,2015-04-01,2015-04-30,Q12a,without_children,67
"Black, African American, or African",104,all_persons,2015-04-01,2015-04-30,Q12a,with_children_and_adults,35
"Black, African American, or African",104,all_persons,2015-04-01,2015-04-30,Q12a,with_only_children,2
"Black, African American, or African",104,all_persons,2015-04-01,2015-04-30,Q12a,unknown_household_type,0
Asian or Asian American,1,all_persons,2015-04-01,2015-04-30,Q12a,without_children,1
Asian or Asian American,1,all_persons,2015-04-01,2015-04-30,Q12a,with_children_and_adults,0
Asian or Asian American,1,all_persons,2015-04-01,2015-04-30,Q12a,with_only_children,0
Asian or Asian American,1,all_persons,2015-04-01,2015-04-30,Q12a,unknown_household_type,0
"American Indian, Alaska Native, or Indigenous",1,all_persons,2015-04-01,2015-04-30,Q12a,without_children,1
"American Indian, Alaska Native, or Indigenous",1,all_persons,2015-04-01,2015-04-30,Q12a,with_children_and_adults,0
"American Indian, Alaska Native, or Indigenous",1,all_persons,2015-04-01,2015-04-30,Q12a,with_only_children,0
"American Indian, Alaska Native, or Indigenous",1,all_persons,2015-04-01,2015-04-30,Q12a,unknown_household_type,0
Native Hawaiian or Pacific Islander,0,all_persons,2015-04-01,2015-04-30,Q12a,without_children,0
Native Hawaiian or Pacific Islander,0,all_persons,2015-04-01,2015-04-30,Q12a,with_children_and_adults,0
Native Hawaiian or Pacific Islander,0,all_persons,2015-04-01,2015-04-30,Q12a,with_only_children,0
Native Hawaiian or Pacific Islander,0,all_persons,2015-04-01,2015-04-30,Q12a,unknown_household_type,0
Multiple Races,25,all_persons,2015-04-01,2015-04-30,Q12a,without_children,14
Multiple Races,25,all_persons,2015-04-01,2015-04-30,Q12a,with_children_and_adults,11
Multiple Races,25,all_persons,2015-04-01,2015-04-30,Q12a,with_only_children,0
Multiple Races,25,all_persons,2015-04-01,2015-04-30,Q12a,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_persons,2015-04-01,2015-04-30,Q12a,without_children,2
Client Doesn't Know/Client Refused,2,all_persons,2015-04-01,2015-04-30,Q12a,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_persons,2015-04-01,2015-04-30,Q12a,with_only_children,0
Client Doesn't Know/Client Refused,2,all_persons,2015-04-01,2015-04-30,Q12a,unknown_household_type,0
Data Not Collected,2,all_persons,2015-04-01,2015-04-30,Q12a,without_children,1
Data Not Collected,2,all_persons,2015-04-01,2015-04-30,Q12a,with_children_and_adults,0
Data Not Collected,2,all_persons,2015-04-01,2015-04-30,Q12a,with_only_children,0
Data Not Collected,2,all_persons,2015-04-01,2015-04-30,Q12a,unknown_household_type,1
