veteran_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,4,all_households,2015-04-01,2015-04-30,Q25b,without_children,4
Chronically Homeless Veteran,4,all_households,2015-04-01,2015-04-30,Q25b,with_children_and_adults,0
Chronically Homeless Veteran,4,all_households,2015-04-01,2015-04-30,Q25b,unknown_household_type,0
Non-Chronically Homeless Veteran,13,all_households,2015-04-01,2015-04-30,Q25b,without_children,12
Non-Chronically Homeless Veteran,13,all_households,2015-04-01,2015-04-30,Q25b,with_children_and_adults,1
Non-Chronically Homeless Veteran,13,all_households,2015-04-01,2015-04-30,Q25b,unknown_household_type,0
Not a Veteran,298,all_households,2015-04-01,2015-04-30,Q25b,without_children,251
Not a Veteran,298,all_households,2015-04-01,2015-04-30,Q25b,with_children_and_adults,47
Not a Veteran,298,all_households,2015-04-01,2015-04-30,Q25b,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_households,2015-04-01,2015-04-30,Q25b,without_children,2
Client Doesn't Know/Client Refused,2,all_households,2015-04-01,2015-04-30,Q25b,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_households,2015-04-01,2015-04-30,Q25b,unknown_household_type,0
Data Not Collected,5,all_households,2015-04-01,2015-04-30,Q25b,without_children,5
Data Not Collected,5,all_households,2015-04-01,2015-04-30,Q25b,with_children_and_adults,0
Data Not Collected,5,all_households,2015-04-01,2015-04-30,Q25b,unknown_household_type,0
