persons_served,total,population,start_date,end_date,question,household_type,count
Adults,420,all_persons,2015-04-01,2015-04-30,Q7a,without_children,338
Adults,420,all_persons,2015-04-01,2015-04-30,Q7a,with_children_and_adults,81
Adults,420,all_persons,2015-04-01,2015-04-30,Q7a,with_only_children,0
Adults,420,all_persons,2015-04-01,2015-04-30,Q7a,unknown_household_type,1
Children,95,all_persons,2015-04-01,2015-04-30,Q7a,without_children,0
Children,95,all_persons,2015-04-01,2015-04-30,Q7a,with_children_and_adults,93
Children,95,all_persons,2015-04-01,2015-04-30,Q7a,with_only_children,2
Children,95,all_persons,2015-04-01,2015-04-30,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2015-04-01,2015-04-30,Q7a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-04-01,2015-04-30,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2015-04-01,2015-04-30,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2015-04-01,2015-04-30,Q7a,unknown_household_type,0
Data Not Collected,1,all_persons,2015-04-01,2015-04-30,Q7a,without_children,0
Data Not Collected,1,all_persons,2015-04-01,2015-04-30,Q7a,with_children_and_adults,0
Data Not Collected,1,all_persons,2015-04-01,2015-04-30,Q7a,with_only_children,0
Data Not Collected,1,all_persons,2015-04-01,2015-04-30,Q7a,unknown_household_type,1
For PSH and RRH - the total persons served who moved into housing,108,all_persons,2015-04-01,2015-04-30,Q7a,without_children,60
For PSH and RRH - the total persons served who moved into housing,108,all_persons,2015-04-01,2015-04-30,Q7a,with_children_and_adults,48
For PSH and RRH - the total persons served who moved into housing,108,all_persons,2015-04-01,2015-04-30,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,108,all_persons,2015-04-01,2015-04-30,Q7a,unknown_household_type,0
