"""Total Number of Persons Served""",1655
"""Number of Adults (age 18 or over)""",1293
"""Number of Children (under age 18)""",348
"""Number of Persons with Unknown Age""",14
"""Number of Leavers""",221
"""Number of Adult Leavers""",183
"""Number of Adult and Head of Household Leavers""",186
"""Number of Stayers""",1434
"""Number of Adult Stayers""",1110
"""Number of Veterans""",80
"""Number of Chronically Homeless Persons""",221
"""Number of Youth Under Age 25""",91
"""Number of Parenting Youth Under Age 25 with Children""",14
"""Number of Adult Heads of Household""",1054
"""Number of Child and Unknown-Age Heads of Household""",6
"""Heads of Households and Adult Stayers in the Project 365 Days or More""",446
