"""Total Number of Persons Served""",516
"""Number of Adults (age 18 or over)""",420
"""Number of Children (under age 18)""",95
"""Number of Persons with Unknown Age""",1
"""Number of Leavers""",181
"""Number of Adult Leavers""",145
"""Number of Adult and Head of Household Leavers""",145
"""Number of Stayers""",335
"""Number of Adult Stayers""",275
"""Number of Veterans""",21
"""Number of Chronically Homeless Persons""",25
"""Number of Youth Under Age 25""",25
"""Number of Parenting Youth Under Age 25 with Children""",6
"""Number of Adult Heads of Household""",325
"""Number of Child and Unknown-Age Heads of Household""",0
"""Heads of Households and Adult Stayers in the Project 365 Days or More""",96
