dv_history,total,population,start_date,end_date,question,household_type,count
Yes,229,all_persons,2021-02-01,2021-02-28,Q14a,without_children,181
Yes,229,all_persons,2021-02-01,2021-02-28,Q14a,with_children_and_adults,48
Yes,229,all_persons,2021-02-01,2021-02-28,Q14a,with_only_children,0
Yes,229,all_persons,2021-02-01,2021-02-28,Q14a,unknown_household_type,0
No,683,all_persons,2021-02-01,2021-02-28,Q14a,without_children,568
No,683,all_persons,2021-02-01,2021-02-28,Q14a,with_children_and_adults,111
No,683,all_persons,2021-02-01,2021-02-28,Q14a,with_only_children,0
No,683,all_persons,2021-02-01,2021-02-28,Q14a,unknown_household_type,4
Client Doesn't Know/Client Refused,2,all_persons,2021-02-01,2021-02-28,Q14a,without_children,2
Client Doesn't Know/Client Refused,2,all_persons,2021-02-01,2021-02-28,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_persons,2021-02-01,2021-02-28,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,2,all_persons,2021-02-01,2021-02-28,Q14a,unknown_household_type,0
Data Not Collected,16,all_persons,2021-02-01,2021-02-28,Q14a,without_children,11
Data Not Collected,16,all_persons,2021-02-01,2021-02-28,Q14a,with_children_and_adults,5
Data Not Collected,16,all_persons,2021-02-01,2021-02-28,Q14a,with_only_children,0
Data Not Collected,16,all_persons,2021-02-01,2021-02-28,Q14a,unknown_household_type,0
