ch_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,158,all_households,2021-02-01,2021-02-28,Q26a,without_children,154
Chronically Homeless ,158,all_households,2021-02-01,2021-02-28,Q26a,with_children_and_adults,4
Chronically Homeless ,158,all_households,2021-02-01,2021-02-28,Q26a,with_only_children,0
Chronically Homeless ,158,all_households,2021-02-01,2021-02-28,Q26a,unknown_household_type,0
Not Chronically Homeless,580,all_households,2021-02-01,2021-02-28,Q26a,without_children,488
Not Chronically Homeless,580,all_households,2021-02-01,2021-02-28,Q26a,with_children_and_adults,90
Not Chronically Homeless,580,all_households,2021-02-01,2021-02-28,Q26a,with_only_children,0
Not Chronically Homeless,580,all_households,2021-02-01,2021-02-28,Q26a,unknown_household_type,2
Client Doesn't Know/Client Refused,11,all_households,2021-02-01,2021-02-28,Q26a,without_children,11
Client Doesn't Know/Client Refused,11,all_households,2021-02-01,2021-02-28,Q26a,with_children_and_adults,0
Client Doesn't Know/Client Refused,11,all_households,2021-02-01,2021-02-28,Q26a,with_only_children,0
Client Doesn't Know/Client Refused,11,all_households,2021-02-01,2021-02-28,Q26a,unknown_household_type,0
Data Not Collected,26,all_households,2021-02-01,2021-02-28,Q26a,without_children,24
Data Not Collected,26,all_households,2021-02-01,2021-02-28,Q26a,with_children_and_adults,1
Data Not Collected,26,all_households,2021-02-01,2021-02-28,Q26a,with_only_children,0
Data Not Collected,26,all_households,2021-02-01,2021-02-28,Q26a,unknown_household_type,1
