income_range,population,start_date,end_date,question,status,count
No Income,adults,2021-02-01,2021-02-28,Q16,income_at_start,392
No Income,adults,2021-02-01,2021-02-28,Q16,income_at_latest_annual_assessment_for_stayers,11
No Income,adults,2021-02-01,2021-02-28,Q16,income_at_exit_for_leavers,76
$1 -  $150,adults,2021-02-01,2021-02-28,Q16,income_at_start,3
$1 -  $150,adults,2021-02-01,2021-02-28,Q16,income_at_latest_annual_assessment_for_stayers,0
$1 -  $150,adults,2021-02-01,2021-02-28,Q16,income_at_exit_for_leavers,1
$151 - $250,adults,2021-02-01,2021-02-28,Q16,income_at_start,4
$151 - $250,adults,2021-02-01,2021-02-28,Q16,income_at_latest_annual_assessment_for_stayers,0
$151 - $250,adults,2021-02-01,2021-02-28,Q16,income_at_exit_for_leavers,1
$251 - $500,adults,2021-02-01,2021-02-28,Q16,income_at_start,24
$251 - $500,adults,2021-02-01,2021-02-28,Q16,income_at_latest_annual_assessment_for_stayers,2
$251 - $500,adults,2021-02-01,2021-02-28,Q16,income_at_exit_for_leavers,4
$501 - $1000,adults,2021-02-01,2021-02-28,Q16,income_at_start,148
$501 - $1000,adults,2021-02-01,2021-02-28,Q16,income_at_latest_annual_assessment_for_stayers,19
$501 - $1000,adults,2021-02-01,2021-02-28,Q16,income_at_exit_for_leavers,21
$1001 - $1500,adults,2021-02-01,2021-02-28,Q16,income_at_start,81
$1001 - $1500,adults,2021-02-01,2021-02-28,Q16,income_at_latest_annual_assessment_for_stayers,13
$1001 - $1500,adults,2021-02-01,2021-02-28,Q16,income_at_exit_for_leavers,10
$1501 - $2000,adults,2021-02-01,2021-02-28,Q16,income_at_start,66
$1501 - $2000,adults,2021-02-01,2021-02-28,Q16,income_at_latest_annual_assessment_for_stayers,5
$1501 - $2000,adults,2021-02-01,2021-02-28,Q16,income_at_exit_for_leavers,8
$2001+,adults,2021-02-01,2021-02-28,Q16,income_at_start,66
$2001+,adults,2021-02-01,2021-02-28,Q16,income_at_latest_annual_assessment_for_stayers,5
$2001+,adults,2021-02-01,2021-02-28,Q16,income_at_exit_for_leavers,10
Client Doesn't Know/Client Refused,adults,2021-02-01,2021-02-28,Q16,income_at_start,2
Client Doesn't Know/Client Refused,adults,2021-02-01,2021-02-28,Q16,income_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,adults,2021-02-01,2021-02-28,Q16,income_at_exit_for_leavers,0
Data Not Collected,adults,2021-02-01,2021-02-28,Q16,income_at_start,142
Data Not Collected,adults,2021-02-01,2021-02-28,Q16,income_at_latest_annual_assessment_for_stayers,3
Data Not Collected,adults,2021-02-01,2021-02-28,Q16,income_at_exit_for_leavers,41
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2021-02-01,2021-02-28,Q16,income_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2021-02-01,2021-02-28,Q16,income_at_latest_annual_assessment_for_stayers,436
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2021-02-01,2021-02-28,Q16,income_at_exit_for_leavers,0
Number of Adult Stayers without Required Annual Assessment,adults,2021-02-01,2021-02-28,Q16,income_at_start,0
Number of Adult Stayers without Required Annual Assessment,adults,2021-02-01,2021-02-28,Q16,income_at_latest_annual_assessment_for_stayers,262
Number of Adult Stayers without Required Annual Assessment,adults,2021-02-01,2021-02-28,Q16,income_at_exit_for_leavers,0
Total Adults,adults,2021-02-01,2021-02-28,Q16,income_at_start,928
Total Adults,adults,2021-02-01,2021-02-28,Q16,income_at_latest_annual_assessment_for_stayers,756
Total Adults,adults,2021-02-01,2021-02-28,Q16,income_at_exit_for_leavers,172
