length,total,population,start_date,end_date,question,status,count
30 days or less,243,all_persons,2021-02-01,2021-02-28,Q22a1,leavers,124
30 days or less,243,all_persons,2021-02-01,2021-02-28,Q22a1,stayers,119
31 to 60 days,96,all_persons,2021-02-01,2021-02-28,Q22a1,leavers,23
31 to 60 days,96,all_persons,2021-02-01,2021-02-28,Q22a1,stayers,73
61 to 90 days,65,all_persons,2021-02-01,2021-02-28,Q22a1,leavers,19
61 to 90 days,65,all_persons,2021-02-01,2021-02-28,Q22a1,stayers,46
91 to 180 days,174,all_persons,2021-02-01,2021-02-28,Q22a1,leavers,35
91 to 180 days,174,all_persons,2021-02-01,2021-02-28,Q22a1,stayers,139
181 to 365 days,139,all_persons,2021-02-01,2021-02-28,Q22a1,leavers,4
181 to 365 days,139,all_persons,2021-02-01,2021-02-28,Q22a1,stayers,135
366 to 730 Days (1-2 Yrs),271,all_persons,2021-02-01,2021-02-28,Q22a1,leavers,6
366 to 730 Days (1-2 Yrs),271,all_persons,2021-02-01,2021-02-28,Q22a1,stayers,265
"731 to 1,095 Days (2-3 Yrs)",101,all_persons,2021-02-01,2021-02-28,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",101,all_persons,2021-02-01,2021-02-28,Q22a1,stayers,101
"1,096 to 1,460 Days (3-4 Yrs)",43,all_persons,2021-02-01,2021-02-28,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",43,all_persons,2021-02-01,2021-02-28,Q22a1,stayers,43
"1,461 to 1,825 Days (5-5 Yrs)",24,all_persons,2021-02-01,2021-02-28,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",24,all_persons,2021-02-01,2021-02-28,Q22a1,stayers,24
"More than 1,825 Days (>5 Yrs)",46,all_persons,2021-02-01,2021-02-28,Q22a1,leavers,0
"More than 1,825 Days (>5 Yrs)",46,all_persons,2021-02-01,2021-02-28,Q22a1,stayers,46
Data Not Collected,0,all_persons,2021-02-01,2021-02-28,Q22a1,leavers,0
Data Not Collected,0,all_persons,2021-02-01,2021-02-28,Q22a1,stayers,0
