dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,35,all_persons,2021-02-01,2021-02-28,Q14b,without_children,27
Yes,35,all_persons,2021-02-01,2021-02-28,Q14b,with_children_and_adults,8
Yes,35,all_persons,2021-02-01,2021-02-28,Q14b,with_only_children,0
Yes,35,all_persons,2021-02-01,2021-02-28,Q14b,unknown_household_type,0
No,181,all_persons,2021-02-01,2021-02-28,Q14b,without_children,142
No,181,all_persons,2021-02-01,2021-02-28,Q14b,with_children_and_adults,39
No,181,all_persons,2021-02-01,2021-02-28,Q14b,with_only_children,0
No,181,all_persons,2021-02-01,2021-02-28,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2021-02-01,2021-02-28,Q14b,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2021-02-01,2021-02-28,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2021-02-01,2021-02-28,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2021-02-01,2021-02-28,Q14b,unknown_household_type,0
Data Not Collected,12,all_persons,2021-02-01,2021-02-28,Q14b,without_children,11
Data Not Collected,12,all_persons,2021-02-01,2021-02-28,Q14b,with_children_and_adults,1
Data Not Collected,12,all_persons,2021-02-01,2021-02-28,Q14b,with_only_children,0
Data Not Collected,12,all_persons,2021-02-01,2021-02-28,Q14b,unknown_household_type,0
