veteran_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,18,all_persons,2021-02-01,2021-02-28,Q25a,without_children,18
Chronically Homeless Veteran,18,all_persons,2021-02-01,2021-02-28,Q25a,with_children_and_adults,0
Chronically Homeless Veteran,18,all_persons,2021-02-01,2021-02-28,Q25a,unknown_household_type,0
Non-Chronically Homeless Veteran,32,all_persons,2021-02-01,2021-02-28,Q25a,without_children,30
Non-Chronically Homeless Veteran,32,all_persons,2021-02-01,2021-02-28,Q25a,with_children_and_adults,2
Non-Chronically Homeless Veteran,32,all_persons,2021-02-01,2021-02-28,Q25a,unknown_household_type,0
Not a Veteran,858,all_persons,2021-02-01,2021-02-28,Q25a,without_children,698
Not a Veteran,858,all_persons,2021-02-01,2021-02-28,Q25a,with_children_and_adults,156
Not a Veteran,858,all_persons,2021-02-01,2021-02-28,Q25a,unknown_household_type,4
Client Doesn't Know/Client Refused,4,all_persons,2021-02-01,2021-02-28,Q25a,without_children,4
Client Doesn't Know/Client Refused,4,all_persons,2021-02-01,2021-02-28,Q25a,with_children_and_adults,0
Client Doesn't Know/Client Refused,4,all_persons,2021-02-01,2021-02-28,Q25a,unknown_household_type,0
Data Not Collected,16,all_persons,2021-02-01,2021-02-28,Q25a,without_children,12
Data Not Collected,16,all_persons,2021-02-01,2021-02-28,Q25a,with_children_and_adults,4
Data Not Collected,16,all_persons,2021-02-01,2021-02-28,Q25a,unknown_household_type,0
