ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),1098,all_persons,2021-02-01,2021-02-28,Q12b,without_children,721
Non-Hispanic/Non-Latin(a)(o)(x),1098,all_persons,2021-02-01,2021-02-28,Q12b,with_children_and_adults,351
Non-Hispanic/Non-Latin(a)(o)(x),1098,all_persons,2021-02-01,2021-02-28,Q12b,with_only_children,15
Non-Hispanic/Non-Latin(a)(o)(x),1098,all_persons,2021-02-01,2021-02-28,Q12b,unknown_household_type,11
Hispanic/Latin(a)(o)(x),96,all_persons,2021-02-01,2021-02-28,Q12b,without_children,39
Hispanic/Latin(a)(o)(x),96,all_persons,2021-02-01,2021-02-28,Q12b,with_children_and_adults,55
Hispanic/Latin(a)(o)(x),96,all_persons,2021-02-01,2021-02-28,Q12b,with_only_children,2
Hispanic/Latin(a)(o)(x),96,all_persons,2021-02-01,2021-02-28,Q12b,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2021-02-01,2021-02-28,Q12b,without_children,0
Client Doesn't Know/Client Refused,1,all_persons,2021-02-01,2021-02-28,Q12b,with_children_and_adults,1
Client Doesn't Know/Client Refused,1,all_persons,2021-02-01,2021-02-28,Q12b,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2021-02-01,2021-02-28,Q12b,unknown_household_type,0
Data Not Collected,7,all_persons,2021-02-01,2021-02-28,Q12b,without_children,2
Data Not Collected,7,all_persons,2021-02-01,2021-02-28,Q12b,with_children_and_adults,2
Data Not Collected,7,all_persons,2021-02-01,2021-02-28,Q12b,with_only_children,0
Data Not Collected,7,all_persons,2021-02-01,2021-02-28,Q12b,unknown_household_type,3
