length,total,population,start_date,end_date,question,status,count
30 days or less,431,all_persons,2021-12-01,2021-12-31,Q22a1,leavers,206
30 days or less,431,all_persons,2021-12-01,2021-12-31,Q22a1,stayers,225
31 to 60 days,168,all_persons,2021-12-01,2021-12-31,Q22a1,leavers,19
31 to 60 days,168,all_persons,2021-12-01,2021-12-31,Q22a1,stayers,149
61 to 90 days,113,all_persons,2021-12-01,2021-12-31,Q22a1,leavers,9
61 to 90 days,113,all_persons,2021-12-01,2021-12-31,Q22a1,stayers,104
91 to 180 days,253,all_persons,2021-12-01,2021-12-31,Q22a1,leavers,17
91 to 180 days,253,all_persons,2021-12-01,2021-12-31,Q22a1,stayers,236
181 to 365 days,88,all_persons,2021-12-01,2021-12-31,Q22a1,leavers,3
181 to 365 days,88,all_persons,2021-12-01,2021-12-31,Q22a1,stayers,85
366 to 730 Days (1-2 Yrs),193,all_persons,2021-12-01,2021-12-31,Q22a1,leavers,2
366 to 730 Days (1-2 Yrs),193,all_persons,2021-12-01,2021-12-31,Q22a1,stayers,191
"731 to 1,095 Days (2-3 Yrs)",240,all_persons,2021-12-01,2021-12-31,Q22a1,leavers,1
"731 to 1,095 Days (2-3 Yrs)",240,all_persons,2021-12-01,2021-12-31,Q22a1,stayers,239
"1,096 to 1,460 Days (3-4 Yrs)",90,all_persons,2021-12-01,2021-12-31,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",90,all_persons,2021-12-01,2021-12-31,Q22a1,stayers,90
"1,461 to 1,825 Days (5-5 Yrs)",30,all_persons,2021-12-01,2021-12-31,Q22a1,leavers,1
"1,461 to 1,825 Days (5-5 Yrs)",30,all_persons,2021-12-01,2021-12-31,Q22a1,stayers,29
"More than 1,825 Days (>5 Yrs)",64,all_persons,2021-12-01,2021-12-31,Q22a1,leavers,0
"More than 1,825 Days (>5 Yrs)",64,all_persons,2021-12-01,2021-12-31,Q22a1,stayers,64
Data Not Collected,0,all_persons,2021-12-01,2021-12-31,Q22a1,leavers,0
Data Not Collected,0,all_persons,2021-12-01,2021-12-31,Q22a1,stayers,0
