persons_served,total,population,start_date,end_date,question,household_type,count
Adults,1294,all_persons,2021-12-01,2021-12-31,Q7a,without_children,1042
Adults,1294,all_persons,2021-12-01,2021-12-31,Q7a,with_children_and_adults,247
Adults,1294,all_persons,2021-12-01,2021-12-31,Q7a,with_only_children,0
Adults,1294,all_persons,2021-12-01,2021-12-31,Q7a,unknown_household_type,5
Children,360,all_persons,2021-12-01,2021-12-31,Q7a,without_children,0
Children,360,all_persons,2021-12-01,2021-12-31,Q7a,with_children_and_adults,330
Children,360,all_persons,2021-12-01,2021-12-31,Q7a,with_only_children,30
Children,360,all_persons,2021-12-01,2021-12-31,Q7a,unknown_household_type,0
Client Doesn't Know/Client Refused,6,all_persons,2021-12-01,2021-12-31,Q7a,without_children,0
Client Doesn't Know/Client Refused,6,all_persons,2021-12-01,2021-12-31,Q7a,with_children_and_adults,0
Client Doesn't Know/Client Refused,6,all_persons,2021-12-01,2021-12-31,Q7a,with_only_children,0
Client Doesn't Know/Client Refused,6,all_persons,2021-12-01,2021-12-31,Q7a,unknown_household_type,6
Data Not Collected,10,all_persons,2021-12-01,2021-12-31,Q7a,without_children,0
Data Not Collected,10,all_persons,2021-12-01,2021-12-31,Q7a,with_children_and_adults,0
Data Not Collected,10,all_persons,2021-12-01,2021-12-31,Q7a,with_only_children,0
Data Not Collected,10,all_persons,2021-12-01,2021-12-31,Q7a,unknown_household_type,10
For PSH and RRH - the total persons served who moved into housing,172,all_persons,2021-12-01,2021-12-31,Q7a,without_children,92
For PSH and RRH - the total persons served who moved into housing,172,all_persons,2021-12-01,2021-12-31,Q7a,with_children_and_adults,80
For PSH and RRH - the total persons served who moved into housing,172,all_persons,2021-12-01,2021-12-31,Q7a,with_only_children,0
For PSH and RRH - the total persons served who moved into housing,172,all_persons,2021-12-01,2021-12-31,Q7a,unknown_household_type,0
