veteran_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,20,all_households,2021-12-01,2021-12-31,Q25b,without_children,20
Chronically Homeless Veteran,20,all_households,2021-12-01,2021-12-31,Q25b,with_children_and_adults,0
Chronically Homeless Veteran,20,all_households,2021-12-01,2021-12-31,Q25b,unknown_household_type,0
Non-Chronically Homeless Veteran,52,all_households,2021-12-01,2021-12-31,Q25b,without_children,48
Non-Chronically Homeless Veteran,52,all_households,2021-12-01,2021-12-31,Q25b,with_children_and_adults,4
Non-Chronically Homeless Veteran,52,all_households,2021-12-01,2021-12-31,Q25b,unknown_household_type,0
Not a Veteran,953,all_households,2021-12-01,2021-12-31,Q25b,without_children,811
Not a Veteran,953,all_households,2021-12-01,2021-12-31,Q25b,with_children_and_adults,140
Not a Veteran,953,all_households,2021-12-01,2021-12-31,Q25b,unknown_household_type,2
Client Doesn't Know/Client Refused,2,all_households,2021-12-01,2021-12-31,Q25b,without_children,2
Client Doesn't Know/Client Refused,2,all_households,2021-12-01,2021-12-31,Q25b,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_households,2021-12-01,2021-12-31,Q25b,unknown_household_type,0
Data Not Collected,15,all_households,2021-12-01,2021-12-31,Q25b,without_children,13
Data Not Collected,15,all_households,2021-12-01,2021-12-31,Q25b,with_children_and_adults,2
Data Not Collected,15,all_households,2021-12-01,2021-12-31,Q25b,unknown_household_type,0
