income_range,population,start_date,end_date,question,status,count
No Income,adults,2021-12-01,2021-12-31,Q16,income_at_start,523
No Income,adults,2021-12-01,2021-12-31,Q16,income_at_latest_annual_assessment_for_stayers,11
No Income,adults,2021-12-01,2021-12-31,Q16,income_at_exit_for_leavers,63
$1 -  $150,adults,2021-12-01,2021-12-31,Q16,income_at_start,7
$1 -  $150,adults,2021-12-01,2021-12-31,Q16,income_at_latest_annual_assessment_for_stayers,0
$1 -  $150,adults,2021-12-01,2021-12-31,Q16,income_at_exit_for_leavers,1
$151 - $250,adults,2021-12-01,2021-12-31,Q16,income_at_start,4
$151 - $250,adults,2021-12-01,2021-12-31,Q16,income_at_latest_annual_assessment_for_stayers,0
$151 - $250,adults,2021-12-01,2021-12-31,Q16,income_at_exit_for_leavers,0
$251 - $500,adults,2021-12-01,2021-12-31,Q16,income_at_start,24
$251 - $500,adults,2021-12-01,2021-12-31,Q16,income_at_latest_annual_assessment_for_stayers,3
$251 - $500,adults,2021-12-01,2021-12-31,Q16,income_at_exit_for_leavers,3
$501 - $1000,adults,2021-12-01,2021-12-31,Q16,income_at_start,170
$501 - $1000,adults,2021-12-01,2021-12-31,Q16,income_at_latest_annual_assessment_for_stayers,18
$501 - $1000,adults,2021-12-01,2021-12-31,Q16,income_at_exit_for_leavers,29
$1001 - $1500,adults,2021-12-01,2021-12-31,Q16,income_at_start,96
$1001 - $1500,adults,2021-12-01,2021-12-31,Q16,income_at_latest_annual_assessment_for_stayers,15
$1001 - $1500,adults,2021-12-01,2021-12-31,Q16,income_at_exit_for_leavers,11
$1501 - $2000,adults,2021-12-01,2021-12-31,Q16,income_at_start,99
$1501 - $2000,adults,2021-12-01,2021-12-31,Q16,income_at_latest_annual_assessment_for_stayers,5
$1501 - $2000,adults,2021-12-01,2021-12-31,Q16,income_at_exit_for_leavers,13
$2001+,adults,2021-12-01,2021-12-31,Q16,income_at_start,95
$2001+,adults,2021-12-01,2021-12-31,Q16,income_at_latest_annual_assessment_for_stayers,4
$2001+,adults,2021-12-01,2021-12-31,Q16,income_at_exit_for_leavers,20
Client Doesn't Know/Client Refused,adults,2021-12-01,2021-12-31,Q16,income_at_start,3
Client Doesn't Know/Client Refused,adults,2021-12-01,2021-12-31,Q16,income_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,adults,2021-12-01,2021-12-31,Q16,income_at_exit_for_leavers,0
Data Not Collected,adults,2021-12-01,2021-12-31,Q16,income_at_start,273
Data Not Collected,adults,2021-12-01,2021-12-31,Q16,income_at_latest_annual_assessment_for_stayers,3
Data Not Collected,adults,2021-12-01,2021-12-31,Q16,income_at_exit_for_leavers,62
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2021-12-01,2021-12-31,Q16,income_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2021-12-01,2021-12-31,Q16,income_at_latest_annual_assessment_for_stayers,649
Number of Adult Stayers not yet Required to Have an Annual Assessment,adults,2021-12-01,2021-12-31,Q16,income_at_exit_for_leavers,0
Number of Adult Stayers without Required Annual Assessment,adults,2021-12-01,2021-12-31,Q16,income_at_start,0
Number of Adult Stayers without Required Annual Assessment,adults,2021-12-01,2021-12-31,Q16,income_at_latest_annual_assessment_for_stayers,384
Number of Adult Stayers without Required Annual Assessment,adults,2021-12-01,2021-12-31,Q16,income_at_exit_for_leavers,0
Total Adults,adults,2021-12-01,2021-12-31,Q16,income_at_start,1294
Total Adults,adults,2021-12-01,2021-12-31,Q16,income_at_latest_annual_assessment_for_stayers,1092
Total Adults,adults,2021-12-01,2021-12-31,Q16,income_at_exit_for_leavers,202
